,0
18,654925 | hydroxylamine | A similar effect was obtained after raising the level of endogenous GABA in the brain by means of intraperitoneal hydroxylamine (Hx) in doses of 50 and 75 mg/kg.
19,"789164 | d-mannose | Thyroxine treatment did not inhibit D-glyceraldehyde-, D-mannose-, and tolbutamide-induced insulin release from the perfused pancreas."
20,11225468 | glutaric acid | A 3-year old boy presented with typical symptoms of thyrotoxicosis accompanied by ketotic hypoglycemia and excessively high glutaric acid excretion.
21,"2773607 | arctic ground squirrel | In experiments on the Arctic ground squirrel Citellus parryi, radioimmune assay of the content of thyrotropin of the hypophysis and thyroxine and triiodothyronine of the thyroid in the peripheral blood has been made at monthly intervals from July until May."
22,"3564777 | arctic ground squirrel | In the Arctic ground squirrel Citellus parryi, thyroxine and triiodothyronine concentrations in the peripheral blood have been determined by RIA in various seasons and during a short hibernation period."
23,4786524 | pyridoxal 5'-phosphate | l-Thyroxine decreased liver cystathionase activity significantly in newborn rats; administration of pyridoxal 5'-phosphate did not prevent this effect.
24,"23500531 | pyridoxal 5'-phosphate | Flavin-dependent proteins also play an important role in the biosynthesis of other essential cofactors and hormones such as coenzyme A, coenzyme Q, heme, pyridoxal 5'-phosphate, steroids and thyroxine."
25,"1433477 | ampicillin | The active pharmaceutical ingredients (API) assessed included amoxicillin, ampicillin, ciprofloxacin, levothyroxine, sildenafil citrate, sulfamethoxazole, trimethoprim, and warfarin."
26,6254310 | l-alanine | These findings indicated the importance of the intact L-alanine side chain of the thyroid hormone molecule for its uptake into lymphocytes.
27,22061622 | l-alanine | TAM biosynthesis from thyroid hormone (TH) precursors requires decarboxylation of the L-alanine side chain and several deiodination steps to convert e.g.
28,"61964 | l-alanine | As a result of these studies, the following structural features of thyroid hormones were found to be important for optimal binding activity: (a) the L-alanine side chain conformation, (b) the presence of a 4'-hydroxyl group, (c) the presence of two substituents in the inner and outer rings (positions 3, 5, 3', and 5'), and (d) the presence of either bromines or iodines in the inner ring and iodines in the outer ring."
29,"9856156 | liquorice | She was found to suffer from primary adrenocortical insufficiency masked by excessive use of liquorice and a lowered metabolism, but which via the suppletion with thyroid hormone had led to an addisonian crisis."
30,"11881797 | l-ascorbic acid | This study was conducted to determine the effects of vitamin C (L-ascorbic acid) and vitamin E (alpha-tocopherol acetate) on serum concentrations of lipid peroxidation (MDA) and triiodothyronine (T3), thyroxine (T4), adrenocorticotropic hormone (ACTH), and some metabolite and mineral in laying hens reared at high ambient temperatures ranging from 25 degrees C to 35 degrees C. One hundred twenty laying hens (18 wk old; Hy-Line) were divided into 4 groups, 30 hens per group."
31,"11944200 | l-ascorbic acid | This study was conducted to determine the effects of dietary vitamin C (L-ascorbic acid) and vitamin E (alpha-tocopherol acetate) on lipid peroxidation status measured as MDA and serum triiodothyronine (T3), thyroxine (T4), thyroid-stimulating hormone (TSH), adrenocorticotropic hormone (ACTH), as well as some other serum metabolite and mineral concentrations of Japanese quails reared under heat stress (34 degrees C)."
32,"1697654 | cerebroside | Addition of glucocorticoids, thyroid hormone, or retinoic acid all increased synthesis of cerebrosides in rat oligodendroglia."
33,17291737 | custard apple | Annona squamosa (Custard apple) seeds are generally thrown away as waste materials.
34,14657009 | ascidians | Recent molecular cloning of the genomes and transcripts of several ascidian species allows further investigation into thyroid-related processes in ascidians.
35,"9111521 | ascidians | Ascidian plasma contains L-thyroxine and its more biologically active derivative 3,5,3'-triiodo-L-thyronine, and TH receptors exist, but TH effects are poorly understood."
36,"16331472 | ascidians | The ascidian endostyle is a mucus-secreting pharyngeal organ, it has iodine-concentrating activity and the biosynthesis of thyroid hormones has been well documented."
37,"16331472 | ascidians | According to our recent findings, ascidians possess thyroid hormones, which are localized in mesenchymal cells."
38,"16331472 | ascidians | We have studied the presence and localization of L: -thyroxine (T(4)) in Ascidia malaca (Traustedt), Ascidiella aspersa (Mller), Phallusia mamillata (Cuvier) and Ciona intestinalis (Linnaeus) larvae and its involvement in metamorphosis."
39,"28509102 | potassium citrate | After she recovered from acute hypokalemic paralysis, she was started on oral potassium citrate along with phosphate supplements, hydroxychloroquine, oral prednisolone and thyroxine supplements."
40,"2924086 | 2-phenylethylamine | The results demonstrated the presence of MAO A and B in human thyroid cells which oxidized 5-hydroxytryptamine and 2-phenylethylamine, respectively, and were selectively inhibited by the MAO inhibitors clorgyline and (-)-deprenyl."
41,"7488876 | lysolecithin | In this study, we have evaluated the effect of lysolecithins and NEFAs on thyroid hormone binding by examining their interactions with thyroxine-binding globulin (TBG)(serum 1:10,000 dilution) and purified transthyretin (TTR)."
42,16120075 | grapefruit | Our aim was to study the effect of grapefruit juice on the pharmacokinetics of levothyroxine.
43,"21039758 | grapefruit | Grapefruit juice lowered the oral bioavailability of several medications transported by OATP1A2 (acebutolol, celiprolol, fexofenadine, talinolol, L-thyroxine) while orange juice did the same for others (atenolol, celiprolol, ciprofloxacin, fexofenadine)."
44,9876004 | kelp | Free thyroxine concentrations decreased slightly but significantly after 4 weeks of placebo but were unchanged in the low-dose and the high-dose kelp groups.
45,"9876004 | kelp | Similarly, the thyrotropin-releasing hormone stimulation test showed no significant change in poststimulation TSH after 4 weeks in the placebo or low-dose kelp groups but revealed a significantly increased response after high-dose kelp therapy (P = 0.0002)."
46,"9876004 | kelp | All thyroid laboratory values returned to baseline 2 weeks after cessation of kelp supplementation, except for TSH in the high-dose kelp group, which was significantly decreased."
47,14583417 | kelp | To study the effects of ingestion of two different doses of supplemental kelp on the thyroid function of healthy euthyroid subjects.
48,25355748 | kelp | This clinical history is compatible with a case of iodine-induced thyrotoxicosis followed by prolonged block of the sodium-iodide symporter activity as a consequence of excessive iodine consumption from kelp.
49,25355748 | kelp | Consumers of marketed diets containing kelp or other iodine-rich ingredients should be advised of the risk to develop a thyroid dysfunction also in the absence of underlying thyroid disease.
50,18524511 | stearate | The two prescribed levothyroxine formulations shared two inactive ingredients: magnesium stearate and polyvinylpyrrolidone.
51,27835810 | gallic acid | The present study was designed to investigate the possible thyroprotective effect and underlying mechanisms of gallic acid using rat model of potassium dichromate-induced thyroid dysfunction.
52,"27835810 | gallic acid | Forty adult male albino rats were divided into 4 groups: control, gallic acid (20mg GA/kg b. wt), potassium dichromate (2mg PD/kg b. wt) and the fourth group was co-treated with PD and GA. PD-injection resulted in decreased serum free triiodothyonine (FT3), free thyroxine (FT4) with concomitant significant increase in thyroid stimulating hormone (TSH) levels."
53,27159149 | epigallocatechin | This computational strategy was projected as an adhoc inspection of the possible relationship between binding site location and modulation of the assembly process; interactions with the as-yet-unexplored epigallocatechin gallate (EGCG) sites and with the thyroxine (T4) pocket were simultaneously analyzed.
54,"25953703 | benzothiazole | The potential for a set of 6 benzothiazoles to affect endpoints related to thyroid hormone synthesis inhibition were assessed using invitro, ex vivo, and invivo assays."
55,"25953703 | benzothiazole | Inhibition of thyroid peroxidase (TPO) derived from pig thyroid glands was determined for benzothiazole (BTZ), 2-mercaptobenzothiazole (MBT), 5-chloro-2-mercaptobenzothiazole (CMBT), 2-aminobenzothiazole (ABT), 2-hydroxybenzothiazole (HBT), and 2-methylthiobenzothiazole (MTBT)."
56,25953703 | benzothiazole | The benzothiazoles were tested further in a Xenopus laevis thyroid gland explant culture assay in which inhibition of thyroxine (T4) release was the measured endpoint.
57,25953703 | benzothiazole | The activity of the benzothiazoles for disrupting thyroid hormone activity was verified invivo using X. laevis tadpoles in a 7-day assay.
58,"18689954 | kombu | Ingesting 15 and 30 g of Kombu (iodine contents: 35 and 70 mg) daily for a short term (7-10 days) significantly increased serum thyrotropin (TSH) concentrations, exceeding the normal limits in some subjects."
59,"18689954 | kombu | Based on these findings that thyroid function was suppressed during ingestion of Kombu, though the effect was reversible, we recommend Japanese people avoid ingesting excessive amounts of seaweed."
60,"2744193 | kombu | Their thyrotoxic signs and symptoms disappeared, and their serum T4, T3, r-T3 and T4/r-T3 normalized one month after the prohibition of kombu intake."
61,25866310 | kombu | There was no difference in thyroid iodine concentration between KI and kombu supplementation.
62,"7237420 | oncorhynchus tshawytscha | Coho salmon (Oncorhynchus kisutch) and chinook salmon (Oncorhynchus tshawytscha) from Lakes Ontario, Michigan, Erie, or Huron were found to suffer epizootics of thyroid hyperplasia and goiters which appeared to have an environmental etiology."
63,"17988667 | anguilliformes | It is possible that thyroid hormones control the early development of scombrid fish through TRs, as they do for Pluronectiformes and Anguilliformes."
64,24627959 | citrus | To compare the effect of Citrus sinensis and carbimazole (CARB) on blood levels of thyroid hormones (T4 and T3) and TSH.
65,"21039758 | citrus | Group I served as control and were administered distilled water while groups II-IV were administered with 1500 mg/kg of Citrus sinensis (fresh orange juice; FOJ), 0.1 g/g of levothyroxine (LVT) and 0.01 mg/g of CARB, respectively, per oral once daily for 28 days."
66,"23707886 | chelonia mydas | Generalized linear models were fitted to evaluate the relationship between 17-estradiol (E2), testosterone (T) and thyroxine (T4) levels in immature East Pacific green sea turtles (Chelonia mydas) and their body condition, size, mass, blood biochemistry parameters, handling time, year, season and site of capture."
67,"4039277 | chelonia mydas | Male plasma testosterone (T) and thyroxine (T4) were monitored over several annual cycles in a captive breeding colony of green sea turtles, Chelonia mydas."
68,"23445617 | carbamate | The objective of this study was to evaluate the association between occupational exposure to organophosphate (OP) and carbamate (CB) pesticides and semen quality, as well as levels of reproductive and thyroid hormones of Venezuelan farm workers."
69,"9626537 | carbamate | Numerous environmentally relevant chemicals, including polychlorinated hydrocarbons, polycyclic aromatic hydrocarbons, organochlorine pesticides, chlorinated paraffins, organophosphorous pesticides, carbamate pesticides, cyanide compounds, methyl bromide, phenols, ammonia, metals, acid loads, sex steroids, and pharmaceuticals, exert acute or chronic effects on the thyroid cascade in the approximately 40 teleost fish species tested to date."
70,"25647813 | carbamate | This study is aimed at evaluating the association between occupational exposure to organophosphate (OP) and carbamate (CB) pesticides and semen quality as well as levels of reproductive and thyroid hormones of pesticide sprayers in Malihabad, Lucknow, Uttar Pradesh, India."
71,"20021136 | carbamate | We examined the effects of carbaryl (1-naphthyl methylcarbamate; sevin), a carbamate pesticide, on interrenal and thyroid activities and mitochondrial rich (MR) cell function in climbing perch to understand the physiological basis of toxicity acclimation in this fish to the chemical stressor."
72,"226957 | carbamate | It has been reported that CF alone or in combination with other carbamate insecticides influences the level of reproductive and metabolic hormones such as thyroxine and corticosterone, and results in impairment of endocrine, immune and behavioral functions."
73,"443058 | rangifer tarandus | Seasonal changes in serum levels of growth hormone, cortisol and thyroxine in calves and adult Spitzbergen reindeer (Rangifer tarandus platyrynchus) were measured and compared to those previously found in Norwegian reindeer (R.t. tarandus)."
74,"9827045 | rangifer tarandus | Seasonal levels of cortisol, growth hormone (GH), insulin like growth factor 1 (IGF-1), glucose, triiodothyronine (T3), free T3, thyroxine and free fatty acids (FFA) were measured every 3 weeks for 54 weeks in the plasma of five adult bulls, and four barren and five pregnant Alaskan reindeer (Rangifer tarandus) cows."
75,"2869786 | saturated fatty acids | The results indicate that the unsaturated long-chain fatty acids are potent inhibitors of thyroxine binding to thyroxine-binding globulin, whereas the saturated fatty acids have little or no effect on thyroxine binding."
76,"2904342 | saturated fatty acids | The composition of the basal diet (purified vs complete feed ingredients provided as a cassava and a barley based diet, respectively), type of dietary fat [saturated fatty acids (18:0) supplied as fully hydrogenated soya bean oil vs unsaturated fatty acids (18:2) supplied in the form of soya bean oil] and the live wt of the animals (40 vs 80 kg) highly influenced the EFA status of the body and postprandial blood concentrations of glucose, insulin and thyroxine."
77,"1261016 | saturated fatty acids | Short-chain fatty acids are more potent inhibitors of thyroxine binding than those with a longer chain, and unsaturated fatty acids are more potent inhibitors of thyroxine binding than are saturated fatty acids."
78,"3378410 | saturated fatty acids | However, once increasing amounts of thyroxine appear in the plasma, mitochondria begin to exhibit increasing percentages of saturated fatty acids, primarily stearic acid (C18:0)."
79,"8077345 | d-myo-inositol (1,3,4,6)-tetrakisphosphate | D-Myo-inositol 1,3,4,5-tetrakisphosphate, D-myo-inositol 1-monophosphate, and D-myo-inositol 1,4-bisphosphate were ineffective in decreasing thyroid hormone binding to membranes."
80,"27144452 | spirit | A crude oil and the coastal sediments that were affected by the Hebei Spirit Oil Spill (HSOS) of Taean, Korea were investigated for thyroid hormone disruption potentials."
81,2987936 | l-proline | Na+-dependent phosphate uptake was increased in membrane vesicles from hyperthyroid rats; Na+-dependent D-glucose and L-proline uptakes were not changed by the thyroid status of the animal.
82,"12545464 | l-proline | The method includes extraction of thyroxine from plasma and separation of thyroxine enantiomers on HPLC silica column with chiral eluent containing L-proline, cupric acetate and triethylamine (TEA)."
83,"4017950 | l-proline | Our findings indicate that parenteral administration of thyroid hormones specifically increased (compared to transport of L-proline) the capacity of Na+ gradient-dependent renal BBM Pi uptake in Hyp mice, decreased renal Pi excretion, and increased plasma Pi."
84,"582140 | l-proline | The absorptions of L-proline and digitoxin were disturbed by the thyroid hormone in different ways, in contrast to chloramphenicol, where it is unaltered."
85,"7320167 | l-proline | The method involves extraction of thyroxine from serum and the separation of thyroxine enantiomers on a reversed-phase, high-performance liquid chromatographic column by use of a chiral eluent containing L-proline and cupric sulfate."
86,"23044211 | tungsten | Analyses included adults participating in the 2007-2008 National Health and Nutrition Examination Survey, with no history of thyroid disease or use of thyroid medications, and with data on metals in blood (lead, cadmium and mercury) and urine (lead, cadmium, mercury, barium, cobalt, cesium, molybdenum, antimony, thallium, tungsten and uranium), and thyroid hormones (TSH, free and total T3 and T4) in serum (N=1587)."
87,"22908106 | soy milk | During this interval she began consuming soy milk and became profoundly hypothyroid (free thyroxine <0.4 ng/dL, TSH = 248 IU/mL), even though the primary care physician had increased her levothyroxine dose to 112 g/day."
88,"19463926 | dioctyl phthalate | We investigated in vitro the thyroid hormone-like and estrogenic activities of a range of widely used plasticizers and phenols including benzyl butyl phthalate (BBP), dibutyl phthalate (DBP), dioctyl phthalate (DOP), diisodecyl phthalate (DIDP), diisononyl phthalate (DINP), di(2-ethylhexyl) phthalate (DEHP), bis(2-ethylhexyl) adipate (DEHA), 4-tert-octylphenol (tOP), 4-chloro-3-methylphenol (CMP), 2,4-dichlorophenol (2,4-DCP), 2-phenylphenol (2-PP) and resorcinol."
89,8935711 | thromboxane a2 | A clearly sensitizing influence of hyperthyroidism was found for the vasoconstrictor effects of both 5-HT (6.57 +/- 0.04 vs. 6.29 +/- 0.06; hyperthyroid vs. control) and the thromboxane A2 receptor agonist U46619 (6.78 +/- 0.13 vs. 6.30 +/- 0.09; hyperthyroid vs. control).
90,"993317 | mushrooms | In an attempt to study an effect of cold on endocrine function in man, plasma thyroxine (T4), triiodothyronine (T3), TSH, and cortisol concentrations were studied in 24 healthy men who worked in a cold environment (4 to 6C) for 3 h for the culture of mushrooms and 56 healthy men who lived in cold environment in winter."
91,6733117 | haem | Haem loss and also compound III formation could be inhibited when 8 microM thyroxine was included in the reaction mixtures.
92,"6733117 | haem | A possible product of thyroxine oxidation, 3,5-diiodotyrosine, could not protect the enzyme against isoniazid-mediated haem loss and no colour formation was observed."
93,"6733117 | haem | Thyroxine (8 microM), however, could still inhibit haem loss under these conditions."
94,"23044211 | molybdenum | Analyses included adults participating in the 2007-2008 National Health and Nutrition Examination Survey, with no history of thyroid disease or use of thyroid medications, and with data on metals in blood (lead, cadmium and mercury) and urine (lead, cadmium, mercury, barium, cobalt, cesium, molybdenum, antimony, thallium, tungsten and uranium), and thyroid hormones (TSH, free and total T3 and T4) in serum (N=1587)."
95,"22609768 | scallop | These results indicated that CfDx was a homologue of iodothyronine deiodinase in scallop C. farreri, and it might be involved in the immunomodulation via regulating the concentration of thyroid hormones T3 and T4 in the haemolymph of scallop."
96,2935888 | molybdate | We found that the presence of sodium molybdate (10 mmol/l) in rat adenohypophyseal cytosol increased its thyroxine-binding capacity by up to 96%.
97,"2375853 | molybdate | The rate of degradation of T3-receptor complexes at 37 degrees C remained unchanged, but when the extracts were further reincubated in the presence of beta-mercaptoethanol, molybdate had a protective effect after 5 h incubation at 37 degrees C. In contrast, the thyroxine (T4) binding activity was not affected by heating at 37 degrees C or by molybdate."
98,9168944 | stearoyl-coa | The effect of thyroid hormone on stearoyl-CoA desaturase gene 1 (SCD1) expression was investigated in mouse liver.
99,19941866 | eumetopias jubatus | We determined whether a known physiological alteration to thyroid hormone production was reflected in hormone concentrations in the feces of Steller sea lions (Eumetopias jubatus).
100,"23313076 | eumetopias jubatus | Given the high energy demand and rapid growth during the postnatal period of Steller sea lion (Eumetopias jubatus) (SSL) pups, body condition was expected to be related to concentrations of a suite of hormones (cortisol, aldosterone, thyroxine, triiodothyronine, leptin) previously associated with changes in body mass and composition in developing pinnipeds."
101,"17713745 | betaine | According to expression changes and patterns of the above-mentioned genes in LR, it was presumed that histidine biosynthesis in the metaphase and anaphase, valine metabolism in the anaphase, and metabolism of glutamate, glutamine, asparate, asparagine, methionine, alanine, leucine and aromatic amino acid almost were enhanced in the whole LR; as for amino acid derivatives, transport of neutral amino acids, urea, gamma-aminobutyric acid, betaine and taurine, metabolism of dopamine, heme, S-adenosylmethionine, thyroxine, and biosynthesis of hydroxyproline, nitric oxide, orinithine, polyamine, carnitine, selenocysteine were augmented during the entire liver restoration."
102,"12161202 | sockeye salmon | Using low (0.5nM) substrate levels we determined the activities of thyroxine (T4) outer-ring deiodination (ORD), T4 inner-ring deiodination (T4IRD) and 3,5,3(')-triiodothyronine (T3) IRD activities in the olfactory epithelium (OLF) and retina (RET) of laboratory-held immature 1-year-old rainbow trout and immature 2.5-year-old sockeye salmon."
103,"890575 | pentylamine | The in vivo rates of catabolism of 14C-labelled pentylamine, ethylamine, putrescine, and cadaverine were studied in thyroidectomized rats and others made hyperthyroid by the daily administration of 0.2 mg of L-thyroxine per kilogram for 20--21 days."
104,890575 | pentylamine | Hyperthyroid rats metabolized the monoamines at an accelerated rate; thyroidectomized animals oxidized pentylamine at a reduced rate.
105,"17651757 | bamboo shoots | Other plants with hypothyroid effects include pearl millet (Pennisetum glaucum) and fonio millet (Digitaria exilis); thiocyanate is found in Brassicae plants including cabbage, cauliflower, kale, rutabaga, and kohlrabi, as well as in tropical plants such as cassava, lima beans, linseed, bamboo shoots, and sweet potatoes."
106,"10600400 | maltose | Group A (n = 6) received 35% liquid ethanol diet; Group B (n = 6) was fed a liquid diet in which maltose dextrins replaced alcohol isocalorically, constituting the pair-fed group; Group C (n = 6) received the 35% liquid ethanol diet and, in addition, received exogenous thyroxine (5 microg/kg/day) subcutaneously."
107,"8824895 | maltose | In a previous study, we have described the induction of thyroid blocking (TBAB) and thyrotropin binding inhibiting antibodies accompanied by thyroiditis in female BALBc mice (H2d) immunised with the extra-cellular domain (ECD) of the human thyrotropin receptor (TSHR) expressed as a maltose binding protein (MBP) fusion."
108,"8135775 | maltose | Two groups of 10 Balbc by Jico male mice were immunised on days 0, 15 and 35, with the extra cellular domain (ECD) of the human thyrotropin receptor (TSH-R) expressed as a fusion protein in bacteria (group 1) or with the maltose binding protein (MBP) fusion partner alone (group 2)."
109,"6141623 | galactosamine | Serum transaminases (GOT, GPT) and serum concentrations of triiodothyronine and thyroxine were determined 28 h after the injection of galactosamine."
110,6141623 | galactosamine | There was no difference in the serum concentrations of triiodothyronine and thyroxine in controls as compared to galactosamine and galactosamine plus somatostatin treated rats.
111,14692727 | trigonella foenum-graecum | The combined effects of Trigonella foenum-graecum and Allium sativum extracts were evaluated for their ameliorative potential in the L-thyroxine-induced hyperthyroidic rat model to contribute to an understanding of interaction between the two extracts.
112,12672166 | trigonella foenum-graecum | Extracts of Trigonella foenum-graecum (TFG) seed and Allium sativum (AS) bulb were evaluated for their efficacy to ameliorate l-thyroxine (l-T4) induced hyperglycaemia in rats.
113,6841759 | ferulic acid | Ferulic acid did not affect luteinizing hormone or thyroid hormones.
114,"6256369 | pyrroline | As the chain length between the thyroxyl moiety and the pyrroline ring was increased, the mobility of the nitroxide group in the prealbumin-bound labels increased."
115,"10675284 | moringa oleifera | The role of Moringa oleifera aqueous leaf extract in the regulation of thyroid hormone status, was studied in adult Swiss rats."
116,"10675284 | moringa oleifera | Following the administration of the extract, serum triiodothyronine (T(3)) concentration and hepatic LPO decreased with a concomitant increase in the serum thyroxine (T(4)) concentration, in female rats, while in males no significant changes were observed, suggesting that Moringa oleifera leaf extract is more effective in females than in the males."
117,"3926967 | carbadox | The weight of thyroid gland and the plasma concentrations of L-3,3',5-triiodothyronine (T3) and thyroxine (T4) of pigs were not altered by carbadox."
118,"3926967 | carbadox | However, no definite effects of carbadox on whole-animal fasting metabolic rate and thyroid function could be demonstrated by the methods used in the present study."
119,701445 | phosphoric acid | The separation of thyroidal iodoamino acids has been carried out by high-performance liquid chromatography in phase systems consisting of chemically bonded C18-hydrophobic supports as the stationary phase and water-organic solvent mixtures containing phosphoric acid or other ion-pairing reagents as the mobile phase.
120,12134828 | phosphoric acid | The 9-anthroylnitrile derivatives of liothyronine sodium and levothyroxine sodium were separated on a reversed-phase column with acetonitrile-0.02 M sodium dodecylsulfate (pH 3.5 with phosphoric acid) as the eluent.
121,17524500 | walleye | The objectives of this study were to assess the effects of environmental contaminants in the Ottawa River on thyroid hormones of immature walleye and to develop a molecular biomarker of thyroid status.
122,"17524500 | walleye | Walleye at Plaisance had two-fold elevated levels of thyroxine (T(4)) and 1.5-fold elevated levels triiodothyronine (T(3)), whereas the molar ratio of T(3):T(4) was reduced by over 50% compared to Deep River."
123,"21913492 | hydrogen peroxide (h2o2) | It is believed the extra iodine concentration within thyroid gland control thyroid hormones synthesis by inhibition of the TPO and hydrogen peroxide (H2O2) formation which is also an essential factor of iodine oxidation, via a complex mechanism."
124,"11396699 | hydrogen peroxide (h2o2) | Further action of TPO, hydrogen peroxide (H2O2), and iodinated Tg produce thyroxine (T4) and triiodothyronine (T3)."
125,"28153798 | hydrogen peroxide (h2o2) | The iodination of the tyrosyl residues of TG preceeds TH biosynthesis, which depends on the interaction of iodide, TG, hydrogen peroxide (H2O2) and thyroid peroxidase (TPO) at the apical plasma membrane of thyrocytes."
126,"17651757 | millet | Other plants with hypothyroid effects include pearl millet (Pennisetum glaucum) and fonio millet (Digitaria exilis); thiocyanate is found in Brassicae plants including cabbage, cauliflower, kale, rutabaga, and kohlrabi, as well as in tropical plants such as cassava, lima beans, linseed, bamboo shoots, and sweet potatoes."
127,"21388915 | anser anser | Plasma levels of testosterone (T), 17--estradiol (E2), progesterone (P4), dehydroepiandrosterone (DHEA), corticosterone (B), thyroxine (T4) and triiodothyronine (T3) were monitored during postnuptial and the prenuptial molt in domestic goose (Anser anser domesticus) in both sexes."
128,"3666420 | chum salmon | In order to examine the role of thyroid hormones during salmonid development, techniques were developed for quantitative extraction of thyroxine from eggs, whole embryos, and alevins of chum salmon (Oncorhynchus keta) at various stages of development."
129,24198193 | chum salmon | Changes in gonadal and plasma concentrations of thyroid hormones were examined at various stages of maturation in chum salmon (Oncorhynchus keta) caught in the Bering Sea and the Bay of Alaska.
130,"1563618 | chum salmon | Significant amounts of cortisol (20 ng/g) and thyroid hormones thyroxine (T4, 20 ng/g) and triiodothyronine (T3, 10 ng/g), as well as estradiol (8 ng/g) and testosterone (4 ng/g), are present in fertilized eggs of chum salmon."
131,2583473 | chum salmon | The changes in tissue and blood concentrations of thyroxine (T4) and triiodothyronine (T3) were examined during development of the chum salmon (Oncorhynchus keta).
132,8729937 | chum salmon | Changes in concentration of thyrotropin-releasing hormone (TRH) in various regions of the brain of female and male chum salmon Oncorhynchus keta during their spawning migration toward the home stream were examined to determine the physiological role of TRH.
133,"6698387 | chum salmon | Changes in serum concentrations of various steroid hormones (estradiol-17 beta, androgens, 17 alpha,20 beta-dihydroxy-4-pregnen-3-one (17 alpha,20 beta-diOHprog], thyroxine, and vitellogenin during the spawning migration (from the coastal sea to the spawning ground) of male and female chum salmon (Oncorhynchus keta) were investigated."
134,"8084522 | chum salmon | Therefore, we hypothesise thyroid hormones might be crucial for the increased tendency of GnRH expression and the migratory behavior of chum salmon."
135,"26352948 | beluga whale | To date, because no published compilation of baseline values for thyroid hormones in beluga whales (Delphinapterus leucas) exists, assessment of thyroid hormone concentrations in this species has been underused in clinical settings."
136,"26352948 | beluga whale | The purpose of this study was to document the concentrations of total thyroxine (tT4) and total triiodothyronine (tT3) in healthy aquarium-maintained and free-ranging beluga whales and to determine the influence of age, sex, and season on the thyroid hormone concentrations."
137,26352948 | beluga whale | The findings of this study provide a baseline for thyroid health monitoring and comprehensive health assessments in both aquarium-maintained and free-ranging beluga whales.
