,0
11,"10082263 | ginseng | Red ginseng (RG), a natural medicine, has various biological activities such as anti-inflammatory effects."
12,"17016002 | stearate | Therefore, we concluded that this patient's pulmonary disease was caused by calcium stearate, an additive for an antihistaminic drug."
13,21467637 | prostaglandin-h2 | Recent studies revealed that a TXA(2) receptor antagonist ramatroban could block the prostaglandin D(2) (PGD(2)) receptor and chemoattractant receptor-homologous molecule expressed on Th2 cells (CRTH2).
14,12924560 | benzothiazole | The correlations obtained in regression analysis for the examined thiazole and benzothiazole derivatives with H1-antihistamine activity [pA2(H1)] represent their interaction with all the proposed biochromatographic models (S1-S7).
15,"19226965 | benzothiazole | Structure-Activity Relationship (SAR) study on the thiazole derivatives with H1-antihistamine activity, the benzothiazole derivatives with H3-antihistamine activity and tetrahydroisoquinoline (TIQ) derivatives with beta 2-adrenolytic activity, was performed by means of Factor Analysis (FA) and Regression Analysis (RA)."
16,"14510616 | tricin | The bioassay-guided separation of a Malagasy plant, Agelaea pentagyna, led to the isolation of a flavonoid, tricin (1), with potent inhibitory activity toward exocytosis from antigen-stimulated rat leukemia basophils (RBL-2H3)."
17,"26770383 | opc | The purpose of the current study was to investigate the old-generation antihistamine promethazine (PROM), a drug with multi pharmacological actions, as an antidote to extremely and highly toxic (WHO's class IA and IB) OPC poisoning in experimental animal models conducted on adult male wistar rats."
18,"9401725 | momordin i | Also, its anti-pruritogenic component, momordin Ic (oleanane saponin) exhibited inhibitory effects on 48-h homologous PCA and PC-CD."
19,"9401725 | momordin i | Also, the mode of its anti-pruritogenic activity may be mediated by anti-allergic action, and its active component may be partially attributed to momordin Ic."
20,"9650838 | 2,6-di-tert-butyl-4-methylphenol | These deleterious effects were not antagonized by cyclosporine A, the most potent inhibitor of the mitochondrial permeability transition, but by 2,6-di-tert-butyl-4-methylphenol, a known antioxidant agent."
21,"18155693 | polyamines | Co-administration of ifenprodil, an antagonist for both the polyamine site and the NR2B subunit of NMDA receptors, also inhibited the histamine-induced nociceptive behaviors."
22,"1980817 | polyamines | Such effect is related to a histamine releasing properties of the polyamines, and was abolished by previous administration of anihistaminic agents chlorpheniramine (5 mg/kg, iv.)"
23,"9468340 | polyamines | It was previously studied that the antihistaminic chlorpheniramine elicits a biphasic response on cell growth and regulates polyamine metabolism, as described for polyamines."
24,"3796625 | pentylamine | On the contrary, the antisera were unreactive with unconjugated HSA, ECDI-reacted HSA, or HSA conjugated to ethanolamine or pentylamine."
25,"3238005 | l-serine | In the presence of a gamma-glutamyltranspeptidase inhibitor, L-serine borate (SB, 45 mM), NDGA had no effect on the LTC4 antagonism and the relaxant response of isoproterenol."
26,"2844372 | l-serine | L-649,923 and FPL-55712 produced partial but significant inhibition at 2 x 10(-5) M, whereas the 5-lipoxygenase inhibitor, L-651,896, produced almost complete inhibition at 3.5 and 35 x 10(-6) M. L-Serine borate (15 mM) did not alter the the activity of FPL-55712 versus anti-IgE."
27,"1416420 | l-serine | In the presence of l-serine borate complex, which inhibits the conversion of LTC4 to LTD4 by gamma-glutamyl transpeptidase, ONO-1078 significantly inhibited the LTC4-induced contraction, suggesting that ONO-1078 is an antagonist of both LTC4 and LTD4."
28,"26922536 | resveratrol | Resveratrol (RSV) is a natural occurring antioxidant has been found to possess P-glycoprotein (P-gp) inhibition activity in vitro and in vivo, which may have the potential to cause drug-phytochemical interactions."
29,"4145025 | l-tyrosine | In the treatment of depression, when antidepressant drug choice is made according to alterations of erythrocyte membrane transport of L-tyrosine and L-tryptophan in the individual patient, the clinical results are superior to those obtained when drugs are prescribed according to the physician's judgment."
30,4394026 | tomatine | It seems likely that the antihistaminic properties of crown-gall tumor extracts are due to tomatine or a substance which closely resembles it.
31,"7920429 | friedelin | E-Phytol, phytone, bis(2-ethylhexyl)phthalate and friedelin were isolated as active anti-inflammatory components inhibiting carrageenin-induced paw edema."
32,"23376094 | sugars | In the present investigation, we report the thermodynamics of clouding in four amphiphilic drugs viz., two tricyclic antidepressants: amitriptyline hydrochloride (AMT) and imipramine hydrochloride (IMP) and two phenothiazines: chlorpromazine hydrochloride (CPZ) and promethazine hydrochloride (PMT) in the absence and presence of sugars."
33,"2720841 | caffeic acid | Compound 10d, unlike ketotifen, had more potent in vitro 5-lipoxygenase inhibitory activity than caffeic acid, whereas its in vitro antihistamine activity was weaker than that of ketotifen."
34,"2886214 | l-ornithine | The in vitro antiproliferative effect of DPPE (7.5 X 10(-6) M) on MCF-7 cells at 72 h is significantly reversed by 10 mM L-histidine (70.2 +/- 12.6% reversal) and L-methionine (92.4 +/- 11.1% reversal), but not by L-ornithine, L-arginine, L-phenylalanine, or exogenous histamine."
35,"8103103 | beta-amyrin palmitate | Effects of beta-amyrin palmitate isolated from the leaves of Lobelia inflata were studied on the central nervous system of mice and were compared with those of antidepressant drugs, mianserin and imipramine."
36,"17376592 | isothiocyanates | The subcutaneous injection of the TRPA1 agonist allyl isothiocyanate (AITC) into the rat's hind paw induced a dose-dependent and short lasting behavioral nociceptive response that was blocked by the co-administration of the TRPA1 antagonist, HC030031, or by the pretreatment with antisense ODN against TRPA1."
37,"16535862 | antimony | Failures in prophylaxis or those in treatment with quinolines, hydroxynaphtoquinones, sesquiterpenic lactones, antifolate drugs, arsenic and antimony containing drugs sulfamides induce reemergence of parasitic-related morbidity and mortality."
38,"26515061 | domoic acid | In a vesicular membrane transport assay, ABCC5 also transported exogenous glutamate analogs, like the classic excitotoxic neurotoxins kainic acid, domoic acid, and NMDA; the therapeutic glutamate analog ZJ43; and, as previously shown, the anti-cancer drug methotrexate."
39,20228413 | cdp-choline | Cardiovascular effects mediated by CDP-choline were almost completely blocked by pretreatment with H(1) receptor antagonist chlorpheniramine (50 nmol; i.c.v.
40,"12087249 | allium cepa | The active product in Mederma, allium cepa, has as its derivative quercetin, a bioflavonoid noted for its antiproliferative effects on both normal and malignant cells, and its antihistamine release effects."
41,"9401725 | momordin ic | Also, its anti-pruritogenic component, momordin Ic (oleanane saponin) exhibited inhibitory effects on 48-h homologous PCA and PC-CD."
42,"9401725 | momordin ic | Also, the mode of its anti-pruritogenic activity may be mediated by anti-allergic action, and its active component may be partially attributed to momordin Ic."
43,20033256 | alpha-lipoic acid | The effects of the endogenous antioxidant alpha-lipoic acid on guinea pig colon smooth muscle contraction (Gpcc) induced by hydrogen peroxide were examined.
44,"16141639 | ginsenoside rb1 | The antipruritic and vascular permeability-inhibitory effects of ginsenoside Rb1, a main component of ginseng frequently used as a traditional medicine in Asian countries, and its metabolite compound K by intestinal microflora were investigated in scratching behavior animal models induced by compound 48/80, substance P, and histamine."
45,16141639 | ginsenoside rb1 | Ginsenoside Rb1 and compound K orally administered 1 and 6 h before the treatment of compound 48/80 showed antipruritic effect.
46,2569872 | malonyl-coa | The administration of the H1-receptor antagonist decreased significantly the contents of glycogen and malonyl-CoA in the liver.
47,"7760582 | n-acetylhistamine | administration of N-acetylhistamine on rectal temperature, histamine level, histidine decarboxylase (HDC) activity, and the turnover rate of monoamines in mice."
48,7760582 | n-acetylhistamine | More than 60 micrograms of N-acetylhistamine induced hypothermia.
49,7760582 | n-acetylhistamine | The maximum effect of hypothermia was observed 20 min after administration of N-acetylhistamine (60-120 micrograms/mouse).
50,"7760582 | n-acetylhistamine | administration of N-acetylhistamine inhibited HDC activity, but had no effect on the turnover rates of monoamines."
51,"7760582 | n-acetylhistamine | These data confirmed that endogenous N-acetylhistamine may be a metabolite which lacks significant physiological roles, and demonstrated that exogenous N-acetylhistamine is not a good pharmacological tool for the study of the functions of the brain histaminergic system in mammals."
52,"22498 | n-acetylhistamine | Histamine and one of its major metabolites, imidazoleacetic acid, were selectively chemotactic for guinea pig eosinophils, whereas L-histidine, 1,4-methylimidazoleacetic acid, 1,4-methylhistamine and N-acetylhistamine were inactive."
53,"8389993 | 5-hydroxy-l-tryptophan | The effects of the alpha 2-agonist clonidine (CLO), the serotonin (5-HT) precursor 5-hydroxy-L-tryptophan (5-HTP), the 5-HT2/histamine (H1) antagonist cyproheptadine (CYPRO), the muscarinic cholinergic antagonist atropine (ATR), and an affinity-purified polyclonal anti-rat growth hormone-releasing hormone (rGHRH) immunoglobulin on serum concentrations of growth hormone (GH) and prolactin (PRL) were tested in 2- and 10-day-old litter-mate rat pups."
54,"11164765 | 5-hydroxy-l-tryptophan | When 2 mg/kg of clorgyline, a type-A monoamine oxidase inhibiting antidepressant, and 100 mg/kg of 5-hydroxy-L-tryptophan, a precursor of 5-HT, were administered intraperitoneally to rats to induce the 5-HT syndrome, the rectal temperature of the rats increased to more than 40 degrees C, and all of the animals died by 90 min after the drug administration."
55,"23474847 | strontium | The aim of this double-blinded, vehicle-controlled study was to test the antipruritic efficacy of topical strontium to relieve a nonhistaminergic form of itch that would be clinically relevant for chronic pruritic diseases."
56,"23474847 | strontium | Strontium significantly reduced the peak intensity and duration of cowhage-induced itch when compared to the control itch curve, and was significantly superior to the other two over-the-counter antipruritic agents and its own vehicle in antipruritic effect."
57,"23474847 | strontium | We hereby show that a 4% topical strontium formulation has a robust antipruritic effect, not only against histamine-mediated itch, but also for non-histaminergic pruritus induced via the PAR2 pathway, using cowhage."
58,"12926980 | strontium | Emerging therapies based on these findings include topical vanilloid receptor antagonists, topical antihistamines, and topical arachidonic acid inhibitors, as well as inhibitors of non-histamine inflammatory mediators, immunomodulators and strontium salts."
59,10457797 | hibiscus sabdariffa | The antihypertensive effect of aqueous extracts of the calyx of Hibiscus sabdariffa (HS) has been investigated in anaesthetized rats.
60,"25053822 | kaempferol | Antilymphatic activity was confirmed in a murine in vivo lymphangiogenesis Matrigel plug assay, in which kaempferol, leflunomide, and flunarizine prevented lymphatic growth."
61,"6136144 | o-toluidine | We studied the effect of antihistaminic substance on the dye-polysaccharide interaction, using a model in vitro system consisting of heparin-Na and the basic dye o-toluidine blue."
62,"15761926 | geraniol | The antihistamine effect reached a plateau after approximately 2 h of exposure, and the potency of emedastine decreased in the following order by vehicle: isopropyl myristate >geraniol >glycerin."
63,23124792 | 3-methoxy-4-hydroxyphenylglycol | This study compared saliva levels of 3-methoxy-4-hydroxyphenylglycol (sMHPG) in patients with major depressive disorder (MDD) to levels in healthy controls and explored whether sMHPG levels in patients with MDD were a predictive marker for antidepressant efficacy.
64,"26843970 | benzophenone | A novel simple, direct and selective gas chromatography-mass spectrometry (GC/MS) procedure was developed for the determination of the antihistamine drug dimenhydrinate (DMH) in presence of six of its related substances and potential impurities, namely, diphenylmethane, diphenylmethanol, benzophenone, orphenadrine, caffeine and 8-chlorocaffeine."
65,"17562491 | benzophenone | Prior studies have emphasized the anti-inflammatory and antioxidant properties of polyisoprenylated benzophenone derivatives, but their putative effect on allergic conditions has not yet been addressed."
66,"1687584 | haemoglobin | In parallel experiments, rMCP-5 AS-ODN (1.25, 2.5, 5.0 nmol site(-1)) strongly reduced granuloma weight (26.1, 45.0 and 56.3%) and haemoglobin content (22.2, 50.4, 62.03%), suggesting that the observed effect is mediated through an antisense mechanism."
67,"16784008 | sesquiterpenes | Yomogin, a sesquiterpene lactone, exhibited a novel histamine H1 receptor antagonism in the ileum."
68,"20623616 | lime | In the present study, the effects of lime (Citrus aurantifolia) essential oils in reducing body weight, individually and in co-administration with ketotifen, an antihistaminic drug that causes weight gain, has been investigated using a mouse model."
69,"7378649 | lysophosphatidylserine | The extensive modification of carbohydrate metabolism produced by lysophosphatidylserine in mice was largely prevented by the antihistaminic drug, pyrilamine."
70,"7378649 | lysophosphatidylserine | However, to prevent completely the change in carbohydrate metabolism induced by lysophosphatidylserine the administration of an antihistamine and an adrenoceptor antagonist was required."
71,21131702 | chenopodium album | This study was performed to determine the in vitro secretion of cytokines profiles of PBMCs in patients with AR sensitive to Chenopodium album (Ch.a) pollens before and after treatment with INC (Fluticasone propionate) and oral antihistamine (Loratadine).
72,"19014991 | styrene | On the other hand, the antagonist partially reduced the response induced by m-xylene, toluene and styrene by 39%, 50% and 46%, respectively."
73,"21550723 | urate | Infusions of pegloticase (8 mg) were administered biweekly or monthly; all patients received prophylaxis (antihistamine, acetaminophen, and corticosteroid) and were tested for urate levels prior to each infusion."
74,"1235281 | benzoyl peroxide | Seven had oral tetracyclines (oxytetracycline, Vibramycin or Minocin) with or without topical antibiotics or benzoyl peroxide."
75,409975 | eugenol | These were treated topically with a 4 per cent antihistamine solution and restored with zinc oxide and eugenol.
76,"1269866 | opossum | Studies were performed in anesthetized opossums to investigate the nature of vagal-stimulated sphincter relaxation, which is resistant to antagonism by a combination of hexamethonium and atropine."
77,"2301584 | opossum | The effects of the mast cell stabilizers disodium cromoglycate and doxantrazole, the neurotoxin tetrodotoxin, the histamine H1 receptor antagonist promethazine, and the NO synthase inhibitor N omega-nitro-L-arginine methyl ester were examined by monitoring opossum esophageal histamine release and blood flow during perfusion with 100 mmol/L HCl."
78,"9042234 | l-histidinol | Certain antieicosanoids and antihistamines mimicked, to varying extents, the DAU-modulating action of L-histidinol."
79,9042234 | l-histidinol | These data suggest that the selective modulation of DAU toxicity by L-histidinol involves both inhibition of protein synthesis and unknown action(s) attributable to its imidazole moiety and that other pharmacological agents are modulators of anticancer drug toxicity.
80,19879136 | anthranilate | A series of cinnamoyl anthranilates were prepared and assessed for their ability to prevent TGF-beta-stimulated production of collagen in cultured renal mesangial cells.
81,"19879136 | anthranilate | 3-Methoxy-4-propargyloxycinnamoyl anthranilate reduces albuminuria in a rat model of progressive diabetes, and thus has potential as an innovative treatment for diabetic nephropathy."
82,20972784 | anthranilate | The few cinnamoyl anthranilates naturally produced in plants such as oats and carnations result from the coupling of various hydroxycinnamoyl-CoAs to anthranilic acid.
83,20972784 | anthranilate | This modified yeast strain allowed us to produce tranilast and 26 different cinnamoyl anthranilate molecules within a few hours after exogenous supply of various combinations of cinnamic acids and anthranilate derivatives.
84,20972784 | anthranilate | Our data demonstrate the feasibility of rapidly producing a wide range of defined cinnamoyl anthranilates in yeast and underline a potential for the biological designed synthesis of naturally and non-naturally occurring molecules.
85,"9401725 | momordin | Also, its anti-pruritogenic component, momordin Ic (oleanane saponin) exhibited inhibitory effects on 48-h homologous PCA and PC-CD."
86,"9401725 | momordin | Also, the mode of its anti-pruritogenic activity may be mediated by anti-allergic action, and its active component may be partially attributed to momordin Ic."
87,"1974304 | monoterpenes | Pulegone, a natural monoterpene compound, has an antihistamine effect on guinea-pig ileum."
88,"7921849 | phenylacetic acid | The antibacterial and anti-plasmid actions of promethazine were prevented by phenylalanine, tyrosine, phenylpyruvic acid, phenylacetic acid, noradrenaline and dopamine in minimal medium."
89,"22323418 | pectin | Three sets of drug-loaded crosslinked pectin wafers were produced employing the model water-soluble antihistamine, diphenhydramine and were compared with noncrosslinked wafers."
90,"172983 | phloretin | This conclusion is supported by the finding that inhibitors of prostaglandin synthesis (Indomethacin and Poly phloretin phosphate) prevent the rise in c-AMP while neither ICI 74, 917, an inhibitor of histamine release, nor antihistamines had any effect on the c-AMP levels."
91,"23364789 | menadione | In contrast to menadione, the SN-38 induction of the PRC program occurred over an extended time course and was antioxidant-insensitive."
92,"19881287 | palladium | A short and straightforward synthesis of the antihistaminic drug mequitazine is reported, based on an efficient palladium catalyzed allylic alkylation of 1-aza-bicyclo[2.2.2]oct-2-en-3-ylmethyl acetate using sodium phenothiazinate in mild conditions."
93,28672829 | palladium | We investigated inhibition of the immune response in palladium allergic mice by administration of prednisolone as a glucocorticoid and fexofenadine hydrochloride as an antihistamine.
94,28672829 | palladium | Our results suggest that antihistamine has a beneficial effect on the treatment of palladium allergy compared to glucocorticoids.
95,11599010 | propyl gallate | The antioxidants probucol and propyl gallate reduced the HgCl(2) toxicity.
96,"870122 | propyl gallate | Propyl gallate, an antioxidant with sun screening properties in man, also possessed topical anti-erythemic activity."
97,"16535862 | anthracene | These drugs belong to different pharmacological classes such as calcium channel blockers, tricyclic antidepressants, antipsychotic calmodulin antagonists, histamine H1-receptor antagonists, analgesic antipyretic drugs, non-steroidal anti-inflammatory drugs, and to different chemical classes such as synthetic surfactants, alkaloids from plants used in traditional medicine, pyrrolidinoaminoalkanes and derivatives, and anthracene derivatives."
98,"8957258 | alpha-mangostin | alpha-Mangostin caused a concentration-dependent inhibition of the binding of [3H]mepyramine, a specific histamine H1 receptor antagonist to rat aortic smooth muscle cells."
99,8957258 | alpha-mangostin | These results suggest that alpha-mangostin is a novel competitive histamine H1 receptor antagonist in smooth muscle cells.
100,"28232472 | peppermint | These approaches include dietary measures including fibre supplementation, low fermentable oligosaccharides, disaccharides, monosaccharides and polyols diet, and pharmacological approaches such as antispasmodics, peppermint oil, antidepressants (tricyclic agents, selective serotonin reuptake inhibitors), 5-HT3 receptor antagonists (alosetron, ondansetron, ramosetron), non-absorbed antibiotic (rifaximin), secretagogues (lubiprostone, linaclotide), -opioid receptor (OR) and -OR agonist, -OR antagonist (eluxadoline), histamine H1 receptor antagonist (ebastine), neurokinin-2 receptor antagonist (ibodutant) and GABAergic agents (gabapentin and pregabalin)."
101,"33829 | tropine | The antihistaminic and antiserotonin properties of 16 new tropine esters, analogues of atropine, tropacin and tropaphen, were studied."
102,33829 | tropine | The absence of the oxymethyl group at alpha-carbon in the series of atropine analogues is shown to facilitate the manifestation of the antihistaminic activity.
103,"19874025 | hydroxycinnamic acid | Synthetic avenanthramides, hydroxycinnamic acids, Tranilast, and ascorbic acid were evaluated for antioxidant activity using two assays, DPPH (2,2-diphenyl-1-picrylhydrazyl) and FRAP (ferric reducing antioxidant potential), and for antigenotoxicity using the Comet assay with stressed human adenocarcinoma colon cells."
104,"8103103 | palmitate | Effects of beta-amyrin palmitate isolated from the leaves of Lobelia inflata were studied on the central nervous system of mice and were compared with those of antidepressant drugs, mianserin and imipramine."
105,"24361550 | putranjivain a | Putranjivain A (PJA), member of ellagitannin, is known to possess beneficial effects including anti-cancer and anti-viral activities."
106,"11597820 | pregnenolone | Furthermore, profiling steroid metabolites revealed increased levels of oxidative stress-inducing steroids 7-ketocholesterol and aldosterone and decreased levels of antioxidative steroids progesterone and pregnenolone in salinomycin-exposed prostate cancer cells."
107,"6147056 | orotate | With due regard for impairments identified in the blood content of neurotransmitters, the patients received the multiple modality treatment, which included vitamins of group ""B"", potassium orotate, antihistamine drugs, the substitution of chloracon for phenobarbital and benzonal for diphenylhydantoin sodium; at the later stage of pregnancy the patients were given phenindamine tartrate."
108,"15808899 | beta-conglycinin | Previously, we found that orally administered soymetide-4 (MITL), an immunostimulating peptide derived from soybean beta-conglycinin alpha' subunit, suppressed alopecia induced by the anti-cancer drug etoposide in neonatal rats."
109,"10990540 | zn2+ | In contrast to the initial transient [Ca2+]i response, the sustained, receptor-activated increase in [Ca2+]i was rapidly abolished by chelation of extracellular Ca2+ or addition of Ni2+, Mn2+, Co2+ and Zn2+, but was unaffected by nifedipine, an antagonist of L-type voltage-activated Ca2+ channels."
110,"8103103 | beta-amyrin | Effects of beta-amyrin palmitate isolated from the leaves of Lobelia inflata were studied on the central nervous system of mice and were compared with those of antidepressant drugs, mianserin and imipramine."
111,"24829584 | anthocyanins | Nowadays attention to use herbs such as cornelian cherry (Cornus mas) is increasing, which contains high levels of antioxidants and anthocyanins."
112,"15964726 | matricaria recutita | The single peroral administration of the ethyl acetate extract or essential oil of German chamomile (Matricaria recutita L.) showed remarkable antipruritic effects in the compound 48/80-induced itch-scratching test in ddY mice, if suitable vehicle was used."
113,10353159 | glycyrrhizin | She was treated with topical application of corticosteroids twice a day and oral antihistamine once a day along with compound glycyrrhizin tablets 3 times a day.
114,"15799005 | capers | These two caper extracts displayed marked antiallergic effectiveness; however, the protective effect of CAP-H was very likely due to an indirect mechanism (for example, inhibition of mediator release from mast cells or production of arachidonic acid metabolites); conversely, CAP-C is endowed with direct antihistaminic properties."
115,"19657356 | sphingosine | An intradermal injection of SPC, but not sphingomyelin and sphingosine, induced scratching, an itch-associated response, which was not suppressed by a deficiency in mast cells or the H(1) histamine receptor antagonist terfenadine."
116,"38099 | nicotinate | The authors carried out studies on cats, guinea pigs, rats and mice, using isolated smooth muscle organs (bronchi, ileum of guinea pig), and examined bronchodilatating, diuretic, antihistaminic action and acute toxiticy of three N-basic substituted derivatives of 1,3-dimethiylxanthine (theophyline) namely: 7-bis-(2-hydroximethyl)-amino-ethyl theophyline under the form of a base (compound G111, tartarate (G112) and nicotinate (G113)."
117,"16193648 | mollusks | Intracellular dialysis and fixed membrane potential techniques were used to study the extracellular influence of antiarrhythmic drugs--brazidole (a new derivative of 2-mercaptobenzimidazole), amiodarone, sotalol, and hydroxyzine (a tranquilizer) in concentrations 1, 10, 100 and 1000 microM--on the slow potassium ionic transmembrane current in isolated neurons of Lymnnaea stagnalis mollusks."
118,27756601 | osthol | FXF is a third-generation antihistamine drug and osthole is assumed a natural antihistamine alternative.
119,27756601 | osthol | All results confirm our hypothesis that osthole is a natural histamine antagonist and therefore can be beneficially used in antihistamine treatment of conditions such as allergies.
120,26048308 | osthol | FXF is a third-generation antihistamine drug and osthole is assumed a natural antihistamine alternative.
121,"26048308 | osthol | Our study results confirm that FXF, osthole and histamine exert no cytotoxic effect on PBMCs and that IL-6, IL-10 and TNF- cytokine secretion following osthole cell stimulation was similar to that by FXF stimulation.This confirms our hypothesis that osthole is a natural histamine antagonist, and can therefore be beneficially applied in antihistamine treatment."
122,"14087615 | soy bean | Purified preparations of the esterase derived from the first component of complement (C'1 esterase) increased vascular permeability in guinea pig skin, an effect inhibited by triprolidine, an antihistaminic agent, but not by soy bean trypsin inhibitor."
123,1364164 | n-butanol | A flavonoid fraction (fraction B) obtained by partitioning the juice between n-butanol and water contained the substance responsible for the antihistamine activity.
