,0
22,"12899690 | 5-hydroxytryptophol | Serotonin was also metabolized to 5-hydroxytryptophol and 5-hydroxyindole acetic acid, probably through stepwise transformation catalyzed by monoamine oxidase, aldehyde dehydrogenase and aldehyde reductase."
23,"312499 | 5-hydroxytryptophol | The first three compounds were previously reported to be major metabolites produced from 5-hydroxytryptophan by the action of aromatic L-amino acid decarboxylase and monoamine oxidase, whereas the last three are formed by the cleavage of the indole ring by the action of indoleamine 2,3-dioxygenase."
24,3379825 | 5-hydroxytryptophol | A substantial amount of 5HT might be metabolized by platelet monoamine oxidase into 5HIAA and 5-hydroxytryptophol.
25,11600577 | 5-hydroxytryptophol | The type A monoamine oxidase (MAO) inhibitor clorgyline (10(-6) M) suppressed the metabolism of 5-HT into 5-hydroxytryptophol.
26,"10553643 | naphthalene | ), which exhibited monoamine oxidase (MAO) inhibition, three new naphthoquinone and/or naphthalene dimers (lemuninols A-C, 1-3) were isolated together with 4,6-dihydroxy-5-methoxy-2-methyl-naphthalene (8) and six known monomers (4-7, 9 and 10)."
27,"27866739 | naphthalene | For example, several chemicals such as diethylphthalate and naphthalene, and genes and related pathways, such as cholinergic receptor muscarinic 3 (CHRM3), estrogen receptor alpha1 (esr1), chemokine ligand 10 protein (CXCL10), tumor protein p53 (p53), and monoamine oxidase B (Maob), were identified as candidates for future assessments at these AOCs."
28,"1762051 | naphthalene | Pentanthrene type heterocyclic compounds, which contain oxazole, isoxazole, oxadiazole, thiazole, isothiazole, thiadiazole or pyrrole ring as C-ring, and naphthalene, quinoline, isoquinoline or quinoxaline ring as A.B-ring, were prepared, and their monoamine oxidase (MAO) inhibitory activities were examined."
29,"4376143 | d-xylose | When a mutant (Mao(-)) of Klebsiella aerogenes lacking an enzyme for tyramine degradation (monoamine oxidase) was grown with d-xylose as a carbon source, arylsulfatase was repressed by inorganic sulfate and repression was relieved by tyramine."
30,6264966 | cdp | Calculations indicated that the retention of monoamine oxidase inhibitory drugs on beta CDP column is mainly governed by their steric and lipophylic parameters.
31,"21190052 | isorhamnetin | Quercetin was equipotent with norharman as a monoamine oxidase A inhibitor and its metabolite, isorhamnetin, also inhibits."
32,8771201 | protoporphyrinogen ix | Protein database searches reveal significant homology between protoporphyrinogen oxidase and monoamine oxidase.
33,22745782 | protoporphyrinogen ix | The first crystal structure of apo-CRTI reveals that CRTI belongs to the flavoprotein superfamily comprising protoporphyrinogen IX oxidoreductase and monoamine oxidase.
34,11764944 | o-quinone | This suggests that H2O2 formed by the mitochondrial metabolism of monoamine oxidase then oxidised dopamine to cytotoxic o-quinone catalysed by P450.
35,"24548101 | o-quinone | The neurotoxic effects of aminochrome in dopaminergic neurons can be inhibited by: (i) preventing dopamine oxidation of the transporter that takes up dopamine into monoaminergic vesicles with low pH and dopamine oxidative deamination catalyzed by monoamino oxidase (ii) dopamine o-quinone, aminochrome and 5,6-indolequinone polymerization to neuromelanin and (iii) two-electron reduction of aminochrome catalyzed by DT-diaphorase."
36,"23184853 | umbelliferone | Umbelliferone and esculetin also prevented MPTP-dependent caspase 3 activation, an indicator of apoptosis, but did not inhibit monoamine oxidase activity."
37,"18064621 | isogentisin | Gentisin and isogentisin are xanthones showing potent inhibition of monoamine oxidase type A and B, amarogentin represents one of the bitter principles of Gentiana, responsible for its gastric-roborant effects."
38,"16631124 | trans-resveratrol | Trans-resveratrol, a phenolic compound presented in polygonum cuspidatum, was demonstrated previously to exert antidepressant-like effects through regulating monoaminergic system, oxidative/antioxidant defense and inflammatory response."
39,"16631124 | trans-resveratrol | Additional evidence from neurochemical (monoamines in the frontal cortex, hippocampus, and hypothalamus) and biochemical (monoamine oxidase, MAO activity) assays corroborated the synergistically elevated monoaminergic system after co-treatment with trans-resveratrol and piperine."
40,16631124 | trans-resveratrol | The present results indicate the effect of trans-resveratrol combined with piperine on depressive-like behaviors may be partly due to the potentiated activation of monoaminergic system in the brain.
41,2517372 | cu2+ | The diamine oxidase has almost normal cofactor levels (pyridoxal phosphate and Cu2+) but the cofactor levels for type B monoamine oxidase (flavin adenine dinucleotide and Fe2+) are lowered.
42,"11263670 | cu2+ | Cu2+ dose-dependently reduced flavin adenine dinucleotide (FAD)-dependent monoamine oxidase A (MAO-A) activity in a time-independent manner, with an IC50 value approximately 20 microM, whereas Mn2+ had no effect."
43,2500039 | cu2+ | We now report almost normal cofactor (pyridoxal phosphate and Cu2+) levels for diamine oxidase but lowered cofactor (flavin adenine dinucleotide and Fe2+) levels for type B monoamine oxidase.
44,6953456 | pterin | Cerebrospinal fluid levels of pterin cofactor were measured in off-medication schizophrenic patients and normal control subjects as one aspect of monoamine physiology in schizophrenia.
45,6953456 | pterin | Platelet monoamine oxidase activity correlated significantly with pterin levels in male schizophrenic and in female control subjects.
46,"4055794 | propanal | Although allylamine and N-cyclopropylbenzylamine appear to be oxidized by monoamine oxidase to give 3-(amino acid residue) propanal adducts, two different amino acids seem to be involved because of a difference in stability of the adducts."
47,"24116298 | ursolic acid | Ursolic acid has been docked with monoamine oxidase isoforms: MAO-A and MAO-B, LeuT (homologue of SERT, NET, DAT) and Human C-terminal CAP1 using GRIP docking methodology."
48,8129740 | pentanal | Determination of the formation of H2O2 and the aldehyde product of the oxidative cleavage of milacemide by purified monoamine oxidase-B from ox liver indicated that cleavage resulted solely in the formation of pentanal and glycinamide.
49,"1174546 | hg2+ | The amine oxidase reaction was markedly inhibited by metal ions (Cu2+, Hg2+, Ag+)."
50,"18800619 | rosmarinic acid | Neurochemical studies have also revealed that neither rosmarinic acid nor caffeic acid affects the uptake of monoamines or monoamine oxidase activity, which may underlie the therapeutic value of existing clinically effective antidepressants."
51,"27270453 | rosmarinic acid | In the present study, rosmarinic acid (RA) isolated from Blechnum brasiliense showed an invitro multifunctional profile characterized by antioxidant effects, and monoamine oxidases (MAO-A and MAO-B) and catechol-O-methyl transferase (COMT) inhibition."
52,"12167468 | rosmarinic acid | The aim of the present study was to examine (i) whether caffeic acid, a major metabolite of rosmarinic acid, also has antidepressive-like activity, and (ii) whether these substances inhibit either the uptake of monoamines to synaptosomes or mitochondrial monoamine oxidase activity."
53,"12167468 | rosmarinic acid | In neuropharmacological studies, neither rosmarinic acid (10 x (-9)-10 x (-3) M) nor caffeic acid (10 x (-9)-10 x (-3) M) affected either the uptake of monoamines to synaptosomes or mitochondrial monoamine oxidase activity in the mouse brain."
54,12167468 | rosmarinic acid | These results suggest that both caffeic acid and rosmarinic acid may produce antidepressive-like activity via some mechanism(s) other than the inhibition of monoamine transporters and monoamine oxidase.
55,"26181905 | acteoside | The antioxidant potential of OFE and acteoside in vivo was evaluated by estimating the following: activities of antioxidant enzymes, such as glutathione peroxidase and aging-related enzyme, particularly monoamine oxidase; contents of lipid peroxidation methane dicarboxylic aldehyde, advanced glycation end products, and 8-hydroxy-2'-deoxyguanosine (a DNA damage product); and levels of nuclear factor-erythroid 2-related factor 2."
56,"14697885 | 3,4-dihydroxyphenylglycolaldehyde | The monoamine oxidase (MAO) metabolites of norepinephrine (NE) or epinephrine (EPI) and of dopamine (DA) are 3,4-dihydroxyphenylglycolaldehyde (DOPEGAL) and 3,4-dihydroxyphenylacetaldehyde (DOPAL), respectively."
57,"9518674 | 3,4-dihydroxyphenylglycolaldehyde | 3,4-Dihydroxyphenylglycolaldehyde (DOPEGAL) is the monoamine oxidase A metabolite of norepinephrine (NE) and epinephrine."
58,"9878889 | 3,4-dihydroxyphenylglycolaldehyde | 3,4-Dihydroxyphenylglycolaldehyde (DOPEGAL) is the neurotoxic monoamine oxidase A (MAO-A) metabolite of norepinephrine (NE)."
59,"10452806 | 3,4-dihydroxyphenylglycolaldehyde | We recently described the chemical synthesis of 3, 4-dihydroxyphenylacetaldehyde and 3,4-dihydroxyphenylglycolaldehyde, the monamine oxidase metabolites of dopamine and noradrenaline, respectively."
60,"9237550 | 3,4-dihydroxyphenylglycolaldehyde | 3,4-Dihydroxyphenylglycolaldehyde (DOPEGAL) is the monoamine oxidase A metabolite of norepinephrine and epinephrine."
61,"8813375 | 3,4-dihydroxyphenylglycolaldehyde | 3,4-Dihydroxyphenylglycolaldehyde (DOPEGAL) is the monoamine oxidase A (MAO-A) metabolite of norepinephrine (NE) and epinephrine (Epi)."
62,"11164826 | 3,4-dihydroxyphenylglycolaldehyde | 3,4-Dihydroxyphenylglycolaldehyde is the monoamine oxidase-A metabolite of two catecholamine neurotransmitters, epinephrine and norepinephrine."
63,"2817346 | 3,4-dihydroxyphenylglycolaldehyde | The monoamine oxidase A metabolite of noradrenaline, 3,4-dihydroxyphenylglycolaldehyde, is the precursor of 3,4-dihydroxymandelic acid, and 3,4-dihydroxyphenylglycol, metabolites of noradrenaline."
64,"11532332 | 3,4-dihydroxyphenylglycolaldehyde | 3,4-Dihydroxyphenylacetaldehyde (DOPAL) and 3,4-dihydroxyphenylglycolaldehyde (DOPEGAL), the monoamine oxidase (MAO) metabolites of dopamine (DA) and norepinephrine (NE), respectively, are toxic to catecholamine (CA) neurons in vitro and in vivo."
65,"23222680 | 5,10-methylenetetrahydrofolate | One of them is activity of flavin-dependent enzymes such as flavin-containing monooxygenase (FMO)(GS-OX1), FAD-dependent 5,10-methylenetetrahydrofolate reductase and flavin-dependent monoamine oxidase."
66,"2611933 | sennoside a | Four (in total) compounds with inhibitory effects on the activity of bovine serum monoamine oxidase were isolated from the methanol-water extracts of Rhei Rhizoma (Daiou) and Sennae Folium (Senna), and identified as sennosides A, B, E and F. Among them, sennosides A and B were obtained from both Rhei Rhizoma and Sennae Folium, while sennosides E and F were detected only in the former."
67,"24920136 | oleanolic acid | Although monoamine oxidase activity remained unaltered by oleanolic acid, chronic administration of oleanolic acid augmented hippocampal BDNF level."
68,"15120460 | physcion | A total of seventeen phytochemicals including seven alkaloids (piperine, strychnine, brucine, stachydrine, tetrandrine, frangchinoline and sinomenine), four phenols (paeonol, honokiol, magnolol and eugenol) and six anthraquinones (emodin, rhein, chrysorphanol, aloe-emodin, physcion and 1,8-dihydroxyanthraquinone) was examined for inhibitory activity of monoamine oxidase (MAO) A and B from rat brain mitochondrial."
69,15539023 | madecassoside | To evaluate the effects of madecassoside (MC) on the depression behavior of mice and the activities of monoamine oxidase (MAO) in different rat brain regions.
70,"9593705 | phytoene | Analysis of the current data base reveals that PPO has significant sequence similarities to mammalian monoamine oxidases (MAO) A and B, as well as to bacterial and plant phytoene desaturases (PHD)."
71,"26742519 | l-citrulline | Further, Al exposure decreased (p0.001) the levels of neurotransmitters, acetylcholinesterase activity, but increased (p0.001) the levels of L-citrulline as well as activities of nitric oxide and monoamine oxidase in the brain."
72,"11205890 | l-citrulline | Pb greatly increased plasma levels of noradrenaline (NA) and adrenaline (A), but not those of L-DOPA and dopamine; monoaminoxidase activity was augmented by Pb, mostly in the aorta and in the liver; the aorta, liver, heart and kidney showed discrete histopathological alterations in the Pb-exposed rats, in which plasma levels of nitric oxide (NO, determined as L-citrulline) were reduced."
73,"27475863 | piceatannol | Resveratrol and piceatannol inhibited monoamine oxidase (MAO) with respective IC50 of 18.5 and 133.7M, but not semicarbazide-sensitive amine oxidase (SSAO) in hAT."
74,"15120460 | eugenol | A total of seventeen phytochemicals including seven alkaloids (piperine, strychnine, brucine, stachydrine, tetrandrine, frangchinoline and sinomenine), four phenols (paeonol, honokiol, magnolol and eugenol) and six anthraquinones (emodin, rhein, chrysorphanol, aloe-emodin, physcion and 1,8-dihydroxyanthraquinone) was examined for inhibitory activity of monoamine oxidase (MAO) A and B from rat brain mitochondrial."
75,15936201 | eugenol | Results from this study show that eugenol inhibits monoamine oxidase A (MAOA) preferentially with a K(i)=26 microM.
76,15936201 | eugenol | Survey of compounds structurally related to eugenol has identified a few that inhibit MAOs more potently.
77,15936201 | eugenol | Results suggest a potential link between the antidepressant activity of eugenol and its MAOA inhibitory activity.
78,"21190052 | eugenol | Norharman, harman and quercetin dietary presence, pharmacokinetics, and tissue levels were consistent with significant levels reaching neuronal monoamine oxidase from the diet or smoking; 1,2,3,4-tetrahydroisoquinoline, eugenol, 1-piperoylpiperidine, and coumarin were not."
79,"23816060 | hypericin | Hypericin, originally described as a monoamine oxidase inhibitor type A, was thought to be responsible for the antidepressant properties of SJW extracts."
80,"12769695 | squalene | Recent structural data obtained for cyclooxygenases, monoamine oxidase, squalene cyclase, rhodopsine, porins, aquaporins, and ABC transporters are presented and briefly discussed."
81,27517961 | glutaminase | We found increased glutaminase and GABA transaminase (GABA-T) expression and decreased monoamine oxidase B expression in Fmr1 KO astrocytes.
82,"1361009 | glutaminase | Ammonia, lactate and glutamate levels and the activities of glutamine synthetase (GS), glutamate dehydrogenase (GDH), glutaminase (GLN), aspartate transaminase (AST), phosphofructokinase (PFK) and monoamine oxidase (MAO) were compared in the brain tissue of normal and P. yoelii infected mice."
83,"19205432 | papain | Insertion of exogenous ubiquitin into rat brain mitochondria in the presence of ATP and the ATP-regenerating system (creatine phosphate/creatine phosphokinase) is accompanied by the increase in: i) sensitivity of mitochondrial monoamine oxidases A and B to proteolytic inactivation (by trypsin and papain, respectively); ii) inhibition by mechanism based inhibitor, pargyline; iii) in [3H]-pargyline insertion into mitochondria (+48 +/- 11%, p<0.01)."
84,"6374037 | papain | Monamine oxidase-A (MAO-A), either membrane-bound or in detergent-solubilized extracts from these tissues, was selectively inhibited during incubations with trypsin, chymotrypsin, thermolysin, or papain."
85,"18078075 | papain | This ubiquitin incorporation into brain mitochondria observed only in the presence of ATP in the incubation medium increased sensitivity of monoamine oxidases (MAO) A and B to proteolytic inactivation by trypsin and papain, respectively."
86,8916419 | 4-hydroxybenzoate | Monoamine oxidase inhibitors decrease the production of hydroxyl radicals as measured by salicylate and 4-hydroxybenzoate trapping.
87,"8821050 | alpha-tocopherolquinone | The effects of unspecific doses of the irreversible monoamine oxidase inhibitor selegiline on alpha-tocopherol, alpha-tocopherolquinone, ubiquinol and ubiquinone were studied in frontal cortex, hippocampus and striatum of male C57BL/6 mice 4 h and 96 h after a single or six injections of selegiline (100 mg/kg body weight, i.p."
88,5721463 | methylglyoxal | It is suggested that the conversion of aminoacetone into methylglyoxal is catalysed by an amine oxidase.
89,"28456030 | 1,4-benzoquinone | Both 1,4-naphthoquinones and 1,4-benzoquinone are reported to inhibit the MAOs with a reversible mode of action."
90,"3601232 | 1,4-benzoquinone | The effect of 1,4-benzoquinone (BQ) on type A and B monoamine oxidase (MAO-A and -B) in human brain synaptosomes was examined."
91,"1913999 | glycyrrhizin | Among the twelve licorice constituents examined for the inhibition of monoamine oxidase (MAO), six compounds, 3, 4, genistein (6), licopyranocoumarin (7), licocoumarone (14) and glycyrrhisoflavone (15), inhibited the enzyme with the IC50 (concentration required for 50% inhibition of the enzyme activity) values of 6.0 x 10(-5)-1.4 x 10(-4) M. Glycyrrhizin (1) also inhibited MAO with the IC50 value of 1.6 x 10(-4) M."
92,"10813558 | chrysin | The aerial parts of Passiflora incarnata contain multiple bioactive metabolites such as, flavonoids (like, chrysin that show CNS depressant activity by agonizing GABA-benzodiazepine receptor), amino acids (like, GABA), harmala alkaloids (reversible monoamine oxidase-A inhibitor), etc."
93,"27245668 | chrysin | Moreover, chrysin markedly inhibited monoamine oxidase-B activity in vitro and in vivo."
94,"20802227 | l-kynurenine | l-kynurenine 3-monooxygenase (KMO) is an NAD(P)H-dependent flavin monooxygenase that catalyses the hydroxylation of l-kynurenine to 3-hydroxykynurenine, and is localized as an oligomer in the mitochondrial outer membrane."
95,15547048 | bicarbonate | Monoamine oxidase B catalyzed the reaction approximately 3-fold faster than did monoamine oxidase A. Sertraline N-carbamoyl glucuronidation was measured in human liver microsomes in bicarbonate buffer and under a CO2 atmosphere (K(m) = 50 microM) and was catalyzed at the fastest rate by recombinant human UGT2B7.
96,"317322 | bicarbonate | When perifused in a bicarbonate buffer with 2 mmol/l Ca2+ and supplemented with the monoamine oxidase inhibitor pargyline, L-3,4-dihydroxyphenylalanine (L-dopa)-induced dopamine accumulation in the islets brought about a slight and transient increase in 45Ca2+ efflux."
97,24817649 | 5-hydroxyindole acetaldehyde | The major metabolic pathway was determined to be conversion into 5-hydroxyindole acetaldehyde catalyzed by the monoamine oxidase A (MAO-A).
98,"21371861 | 5-hydroxyindole acetaldehyde | The effect of quercetin and its antioxidative metabolite quercetin 3-glucuronide (Q3GA) on the activity of mouse brain mitochondrial monoamine oxidase-A (MAO-A) was evaluated by measuring the deamination product of serotonin, 5-hydroxyindole acetaldehyde (5-HIAL)."
99,"12866711 | dicoumarol | We suggest that DT-diaphorase plays a neuroprotective role in dopaminergic neurons, which is supported by the following observations: (i) Cu-toxicity is dependent on DT-diaphorase inhibition with dicoumarol in RCSN-3 cells derived from the rat substantia nigra; (ii) the cytotoxic effect of monoamine oxidase-A inhibitor amiflamine in RCSN-3 cells is increased by 2.4-fold (p < 0.001) in the presence of the inhibitor of DT-diaphorase, dicoumarol; (iii) concomitant intracerebral administration of manganese (Mn3+) together with the DT-diaphorase inhibitor dicoumarol into the left medial forebrain bundle produced a behavioral pattern characterized by contralateral rotational behavior when the rats were stimulated with apomorphine, in a manner similar to that observed in animals injected unilaterally with 6-hydroxydopamine; (iv) incubation of RCSN-3 cells with salsolinol in the presence of DT-diaphorase inhibitor significantly decreased cell survival by 2.5-fold (p < 0.001)."
100,"6245185 | palmitoyl-coa | In mitochondrial fractions from Duchenne patients the recoveries of the following enzymes are decreased: glutamate dehydrogenase (from 25 to 9%), creatine kinase (1.1-0.66%), adenylate kinase (0.44-0.22%), hexokinase (7.1-2.7%), monoamine oxidase (36-21%), RINCR (30-17%), and palmitoyl-CoA synthetase (40-21%)."
101,"20041432 | lycopene | Lycopene pretreatment has significantly improved the oxidant/antioxidant status, which was associated with significant regeneration of the small intestine, and improved monoamines levels."
102,9199118 | carbon disulfide | The aim of the presented study is to evaluate the linear correlation between: 1) serum dopamine-beta hydroxylase activity and the dopamine concentration in plasma as well as 24-hours adrenaline and noradrenaline excretion in the urine; and 2) between catechol-0-methyltransferase and monoaminoxidase activity and the 24-hours excretion of catecholamine in the urine; next the serum and platelet concentration of serotonin and the arterial blood pressure in women chronically exposed to carbon disulfide.
103,902735 | malic acid | In experiments on guinea pigs it is shown that a preliminary intraperitoneal administration of monoamine oxidase inhibitors (MAOI) -- transamine (10 mg/kg) or malic acid benzyldihydrazide (50 mg/kg) antagonizes the local anesthetic action of celnovocaine (CC) and novocaine (NC).
104,"12146940 | l-proline | Monomeric sarcosine oxidase (MSOX) contains covalently bound FAD and catalyzes the oxidation of sarcosine (N-methylglycine) and other secondary amino acids, including L-proline."
105,"12146940 | l-proline | The observation that the anionic form of L-proline with a neutral amino group is the reactive species in the reduction of MSOX is similar to that observed for other flavoenzymes that oxidize amines, including monoamine oxidase and trimethylamine dehydrogenase."
