,0
20,"8586764 | magnoflorine | Benzylisoquinoline alkaloids, such as the analgesic compounds morphine and codeine, and the antibacterial agents berberine, palmatine, and magnoflorine, are synthesized from tyrosine in the Papaveraceae, Berberidaceae, Ranunculaceae, Magnoliaceae, and many other plant families."
21,"27936295 | terpinenol | GC and GC/MS analyses pointed to a quantitative variability of components; terpene hydrocarbons derivatives, represented by -pinene (8.5-12.9%), myrcene (17.5-21.6%), p-cymene (7.9-11.9%) and (Z)--caryophyllene (17.3-21.2%) as major components, decreased from 88.9% at B0 growth stage to 66.9% at B5 growth stage, whereas oxygenated derivatives, represented by caryophyllene oxide (5.4-12.6%) and terpinen-4-ol (0.4-3.3%) as major components, increased from 7% at B0 growth stage to 28.4% at B5 growth stage."
22,"25421822 | terpinenol | Through multivariate analysis, it was determined that -caryophyllene, limonene and terpinen-4-ol were directly proportional to climatic factors."
23,"15770542 | isoliensinine | After Caco-2 cells were treated with norcoclaurine, liensinine, isoliensinine or neferine for 3, 6 and 12 h, samples were collected, purified and then analyzed by LC/MS/MS."
24,"28415473 | bisacurone | The chemical profile of Cureit was analyzed by Q-TOF confirmed the presence of curcuminoids (curcumin, demethoxycurcumin and bismethoxycurcumin), lactones, sesquiterpenes and their derivatives derived from polar layer, aromatic turmerone, dihydroturmerone, turmeronol, curdione and bisacurone derived from non-polar layer."
25,"15330612 | alpha-curcumene | The constituents were analyzed by GC/MS, and 5 major constituents were isolated and identified as capillin, capillene, caryophyllene oxide, alpha-curcumene and methyleugenol using NMR analysis."
26,"9808368 | dump | Others may choose to ""pump and dump"" breast milk while they receive anesthetic or analgesic agents."
27,"9741298 | osthenol | Linoleic acid, osthol, osthenol and two polyacetylenes, falcarindiol and 11(S),16(R)-dihydroxyoctadeca-9Z,17-diene-12,14-diyn-1 -yl acetate were found to be the most active compounds responsible for the inhibitory activity of the dichloromethane extract of the roots of Angelica pubescens f. biserrata on 5-lipoxygenase (5-LO) and cyclooxygenase (COX-1) in vitro."
28,"20965151 | gentiobiose | In this study, we used calcium imaging analysis of human embryonic kidney 293T cells that heterologously expressed human taste receptors to demonstrate that gentiobiose activated hTAS2R16, a bitter taste receptor, but not hT1R2/hT1R3, a sweet taste receptor."
29,"20965151 | gentiobiose | Mutational analysis of hTAS2R16 also indicated that gentiobiose and -D-glucopyranosides, such as salicin share a common binding site of hTAS2R16."
30,2613745 | pterin | Scatchard plot analysis of the equilibrium binding data reveals increased affinity when the cells are exposed simultaneously to interleukin 2 and to the pterin.
31,"9311626 | 4-methylumbelliferyl acetate | In this study, the binding affinities of cocaine, cocaine metabolites and analogs, heroin, morphine, and 6-acetylmorphine for hCE-1 were evaluated by measuring their kinetic inhibition constants with 4-methylumbelliferyl acetate in a rapid spectrophotometric assay."
32,"12840091 | 5,10-methylenetetrahydrofolate | Because of this uncommon clinical presentation, we analysed the patient's DNA, and found a polymorphism in the MTHFR gene that is associated with the thermolabile isoform of the 5,10-methylenetetrahydrofolate reductase enzyme, which explained the myelopathy experienced by the patient after being exposed to nitrous oxide."
33,21166996 | isosalicin | NMR analysis identified isosalicin as the only product of salicyl alcohol glycosylation.
34,"2107391 | dihydrolipoate | Weights were measured every 3 days and venous blood obtained every 5 weeks for CBC; serum biochemical analyses; lymphocyte blastogenesis; thiobarbituric acid reactive substances concentration; and concentrations of plasma protein carbonyl, 8-OH d-guanosine, blood glutathione, plasma amino acid, lipoate, and dihydrolipoate."
35,"15637231 | alpha-selinene | 54 ingredients, 85.1% of which were EOC were identified by GC-MS analysis; The major compounds were cyperene (41.03%), beta-caryophyllene oxide (5.32%), alpha-selinene (4.37%), alpha-copaene (4.36%), naphthalene, 6-isoproenyl-4,8a-dimethyl-1, 2, 3, 5, 6, 7, 8, 8a-octahydro-(3.80%) and alpha-cyperone (3.11%)."
36,"10418338 | (-)-epiafzelechin | The COX inhibitor was identified as (-)-epiafzelechin, a member of flavan-3-ols by the structural analysis with HR-EI-mass, 1H-NMR and 13C-NMR spectral data."
37,21164560 | cajanol | Western blot analysis showed that cajanol inhibited Bcl-2 expression and induced Bax expression.
38,"23838965 | bilobalide a | This study set out to investigate the anti-inflammatory and analgesic potential of bilobalide, a unique G. biloba constituent, in three well-characterized models of acute inflammatory pain."
39,"26429716 | silandrin | Up-to-date knowledge on hydnocarpin, hydnocarpin-D, pseudotsuganol, hydnowightin, neohydnocarpin, palstatin, salcolins A and B, anastatins A and B, sinaiticin, silyamandin and silandrin is summarized in the present paper."
40,"26593037 | chicoric acid | Chicoric acid (dicaffeoyl-tartaric acid), is a natural phenolic compound found in a number of plants, such as chicory (Cichorium intybus) and Echinacea (Echinacea purpurea), which possesses antioxidant, anti-inflammatory, antiviral, and analgesic activities."
41,"10432208 | dillapiol | Analysis by gas chromatography (GC) coupled to mass spectrometry and retention indices calculations demonstrate that the resin oil is constituted mainly of monoterpenes and phenylpropanoids: alpha-terpinolene (22%), p-cymene (11%), p-cimen-8-ol (11%), limonene (5%) and dillapiol (16%), whereas sesquiterpenes predominate as the volatile constituents of the leaves."
42,"15730246 | ampelopsin d | Investigating the constituents of the roots of Vitis thunbergii led to the isolation of four new resveratrol derivatives, vitisinols A-D (1-4), together with (+)-epsilon-viniferin, (-)-viniferal, ampelopsin C, miyabenol A, (+)-vitisin A, and (+)-vitisin C. The structures of these 10 compounds were established by spectroscopic (NMR and MS) analyses."
43,"12356282 | byakangelicol | We examined the inhibitory mechanism of byakangelicol, isolated from Angelica dahurica, on interleukin-1beta (IL-1beta)-induced cyclooxygenase-2 (COX-2) expression and prostaglandin E2 (PGE2) release in human pulmonary epithelial cell line (A549)."
44,"15368673 | kuwanon d | Five new compounds, named guangsangons A (1), B (5), C (6), D (7), and E (8), along with four known compounds, albafuran C (2), kuwanon X (3), kuwanon P (4), and kuwanon Y (9) were isolated from Morus macroura Miq.. Their structures were determined by means of spectroscopic analyses and chemical methods."
45,"9346335 | erythrodiol | Both analyses were able to discriminate between oil samples, especially by erythrodiol, oleanolic acid, and maslinic acids."
46,"15368673 | kuwanon y | Five new compounds, named guangsangons A (1), B (5), C (6), D (7), and E (8), along with four known compounds, albafuran C (2), kuwanon X (3), kuwanon P (4), and kuwanon Y (9) were isolated from Morus macroura Miq.. Their structures were determined by means of spectroscopic analyses and chemical methods."
47,"8109740 | anisic acid | In presence of 1:2 mol:mol PLA(2): anisic acid, the lung hemorrhagic and edema inducing activities were completely neutralized in experimental animals; however, catalytic and anticoagulant activities were not neutralized."
48,"8109740 | anisic acid | In contrast, carbamylation of VRV-PL-VIIIa in the presence of anisic acid could not neutralize the lung hemorrhage and edema inducing activities."
49,8109740 | anisic acid | The anticoagulant and enzyme activities were only partially neutralized when carbamylated both in the presence and absence of anisic acid.
50,"10708803 | anisic acid | The ID50 of 4-hydroxy-3-methoxycinnamic acid exhibited superior activity relative to anisaldehyde, anisic acid, benzoic acid, benzaldehyde, cinnamic acid, and cinnamaldehyde; but antityrosinase inhibitors and cinnamic acid derivatives, except for cinnamyl alcohol, were slightly more effective than 3,4-dihydroxycinnamic acid."
51,"10708803 | anisic acid | In the case of benzaldehyde and cinnamaldehyde, the aldehyde group is, apparently, a key group in eliciting potent inhibitory activity, whereas anisaldehyde is more effective than anisic acid."
52,"4024217 | anisic acid | The present investigation explored the snake venom neutralizing capacity of four chemical compounds (2-hydroxy-4-methoxy benzoic acid, anisic acid, salicylic acid and aspirin) in experimental animals."
53,"4024217 | anisic acid | Lethal action of venom was maximum neutralized with 2-hydroxy-4-methoxy benzoic acid and anisic acid, both in in vitro and in vivo studies."
54,4024217 | anisic acid | Viper venom induced defibrination was maximally neutralized with 2-hydroxy-4-methoxy benzoic acid and anisic acid in vitro studies.
55,"11441449 | anisic acid | In addition, anisic acid was produced in high yields from t-anethole, anisyl alcohol, or anisaldehyde."
56,"15740020 | plastoquinone | Spectroscopic analyses confirmed the identities of these active compounds as plastoquinone-9 (1), 6-O-acyl-beta-d-glucosyl-beta-sitosterol (2), 1,2-dilinolenoyl-3-galactosylglycerol (3), linolenoyloleoyl-3-beta-galactosylglycerol (4), and 1,2-dipalmitoyl-3-beta-galactosylglycerol (5)."
57,"27507470 | secoisolariciresinol | Four phytochemical compounds including caffeic acid, p-coumaric acid and ferulic acid, and secoisolariciresinol diglucoside (SDG) were identified and quantified in the cultivars of oil and fiber flaxseed by HPLC analysis."
58,6470627 | 4-aminobutyric acid | The o-phthaldialdehyde derivative of 4-aminobutyric acid is analysed with a slightly modified commercially available Amino Acid Analyser.
59,"6470627 | 4-aminobutyric acid | By first using ultrafiltration and by minimizing the time between lumbar puncture and analysis, it was shown that protein precipitation with a concentration of sulphosalicylic acid as low as 5 g/l gives 4-aminobutyric acid values in CSF that are essentially correct."
60,"6722533 | 4-aminobutyric acid | GABA (4-aminobutyric acid) and its bicyclic analog THIP (4,5,6,7-tetrahydroisoxazolo-[4,5-c]-pyridin-3-ol) produced membrane hyperpolarization and increased chloride ion conductance of mouse spinal cord neurons in cell culture."
61,22885932 | calcium oxide | A series of sixteen number of curcumin analogues have been synthesized under microwave irradiation using calcium oxide as a catalyst.
62,"26183953 | germacrene a | Parthenolide content measurements along with expression pattern analysis of the aforementioned genes and parthenolide hydroxylase as side branch gene of parthenolide suggest that the expression patterns of early pathway genes were not directly consistent with parthenolide accumulation pattern; hence, parthenolide accumulation is probably further modulated by the expression of its biosynthetic genes, especially germacrene A synthase and also its side branch gene, parthenolide hydroxylase."
63,17425103 | rotundifolone | Our recent study demonstrated that the analogues of rotundifolone showed also a significant antinociceptive effect.
64,"17425103 | rotundifolone | In the present report, to investigate the correlation between the structure and antinociceptive activity, rotundifolone and its analogues were evaluated in the acetic acid-induced writhing test in mice."
65,25869205 | monoacyl glycerol | Recent studies showed that the pharmacological inhibition of endocannabinoid degrading enzymes such as fatty acid amide hydrolase (FAAH) and monoacyl glycerol lipase (MAGL) elicit promising analgesic effects in a variety of nociceptive models without serious side effects.
66,"10228610 | moretenone | Either glutinol or moretenone exhibited marked analgesic action against acetic acid induced abdominal constrictions in mice by intraperitoneal route, indicating 16 to 26-fold higher efficacy than aspirin and paracetamol."
67,"26323145 | ethyl gallate | In order to explore the differences of chemical constituents of Paeoniae Radix Alba and Paeoniae Radix Rubra, a qualitative analytical method of liquid chromatography coupled with quadrupole time-of-flight tandem mass spectrometry (HPLC-Q-TOF-MS/MS) was developed for identification of multi-constituents and an HPLC-DAD analytical method was developed for simultaneously determining 14 major compounds (gallic acid, protocatechuic acid, paeoniflorin sulfonate, protocatechuic aldehyde, methyl gallate, oxypaeoniflorin, catechin, albiflorin, and paeoniflorin, ethyl gallate, benzoic acid, pentagaloylglucose, benzoyl-paeoniflorin, and paeonol) in Paeoniae Radix Alba and Paeoniae Radix Rubra."
68,"24310099 | jujuboside a | Two rapid and simple HPLC methods with UV detector to determine three main compounds (magnoflorine, spinosin and 6'''-feruloyl spinosin) and evaporative light scattering detector (ELSD) to determine jujuboside A were developed for the chemical analyses of Zizyphi Semen."
69,"26902891 | verbascose | HPLC analysis identified the presence of glucose, mannose, fructose and verbascose and NMR analysis confirmed the presence of glucose, mannose and galactose."
70,"19908837 | angelic acid | The modifications include methylation of the C-6 and C-12a hydroxyl groups, acylation of the 4-(S)-hydroxyl with salicylic acid, C-glycosylation of the C-9 of the D-ring with D-olivose and further acylation of the C4'-hydroxyl of D-olivose with the unusual angelic acid."
71,"18666955 | (e)-2-hexenal | Furthermore, (E)-2-hexenal were the dominant components in the volatiles emitted from anthesis plants."
72,"27441238 | isoamericanol a | Although various parts of J. curcas (Jatropha curcas L., Euphorbiaceae) have long been used as traditional folk medicines for their antiviral, analgesic, and/or antidotal efficacies, we are the first to investigate the role of anti-carcinogenicity of isoamericanol A (IAA) from the seed extract."
73,"14698239 | 2,4,6-trinitrotoluene | Description of a gas chromatograph designed for express analysis of explosives (2,4-dinitrotoluene, 2,4,6-trinitrotoluene, pentaerythritol tetranitrate), chemical warfare agents (mustard gas, lewisite, sarin) and drugs (heroin, cocaine hydrochloride, crack) is given."
74,"23898976 | glycitin | Six isoflavones, that is, daidzein, glycitein, genistein, daidzin, glycitin, and genistin were detected in commercial soymilk samples and quantified by the proposed analytical method."
75,"26398397 | kahweol | Although several pharmacological activities of kahweol are already well described in the literature, no study was done in order to assess the analgesic activity of this substance."
76,"24068334 | trans-cinnamate | During the biotransformation, activities of related enzymes, including phenylalanine ammonia-lyase (PAL), trans-cinnamate 4-hydroxylase (C4H), and 4-coumarate-CoA ligase (4CL), were analyzed and tracked."
77,"17335225 | guaiacin | Further analyses of these extracts yielded 5-deoxyflavones (1-5) from the leaf extract and sargachromenol (6), sargaquinoic acid (7), a novel juruenolic acid (8), omega-arylalkanoic acids (9a-c), and the lignan guaiacin (10) from the seed extract."
78,"6575532 | acetoacetyl-coa | The results of urine organic acid analysis, however, confirmed that the diagnosis of mitochondrial acetoacetyl-CoA thiolase deficiency."
79,"27542499 | 2-furanmethanol | To explore the interaction of nucleosides and nucleobases in the context of the Maillard reaction and to identify the selectivity of purine nitrogen atoms towards various electrophiles, model systems composed of adenine or adenosine, glycine, ribose and/or 2-furanmethanol (with and without copper) were studied in aqueous solutions heated at 110C for 2h and subsequently analyzed by ESI/qTOF/MS/MS in addition to isotope labelling techniques."
80,"16524605 | suberin | These reactivity trends lead to testable hypotheses regarding the molecular architecture of intractable suberin protective plant materials, complementing prior analysis of monomeric constituents by GC-MS and polymer functional group identification from solid-state NMR, respectively."
81,"19846769 | suberin | By analyzing the ""wall-bound"" phenolics of mutant lines of Arabidopsis deficient in a family of acyl-CoA dependent acyltransferase (BAHD) genes, we discovered that the formation of aromatic suberin in Arabidopsis, primarily in seed and root tissues, depends on a member of the BAHD superfamily of enzymes encoded by At5g41040."
82,"26093489 | suberin | To investigate how monomers are linked in suberin, we analyzed oligomer fragments solubilized by the partial depolymerization of suberin from potato (Solanum tuberosum) tuber periderms."
83,"26093489 | suberin | The structure of the suberin oligomers, namely which monomers they included, and the type and frequency of the inter-monomer ester linkages, was assessed by ESI-MS/MS and high resolution NMR analysis."
84,26093489 | suberin | The silencing of the FHT gene led to a lower frequency of ferulate linkages in suberin polyester but to more polyphenolic guaiacyl units as seen by FTIR analyses in the intact polymer.
85,"21126078 | benzyl cinnamate | In this paper, we propose a new gas chromatography-mass spectrometry (GC-MS) analytical methodology for the quantitative analysis of two allergenic esters in propolis specimens, benzyl salicylate and benzyl cinnamate, and test it on specimens from different locations of central Italy."
86,"18849031 | ethanethiol | Prior to GC-MS analysis the residues are combined and derivatised using a mixture of N-methyl-N-trimethylsilyltrifluoroacetamide, NH(4)I and ethanethiol."
87,"17261775 | glycitein | Ovariectomized Wistar rats received orally 15 mg/kg of a phytoestrogen compound (genistein, daidzein, glycitein, black cohosh, angelica sin., licorice, vitex agnus) for 2 weeks to test its ability to modulate inflammatory microglia response."
88,"19800779 | glycitein | Phytoestrogens, except for glycitein, stimulated the promotion of cells to G(1)/S transition in cell cycle analysis, similar to E(2)."
89,"19800779 | glycitein | On knockdown analysis, genistein, resveratrol and glycitein all reduced the Bcl-2/Bax ratio in the presence of apoptosis-inducing stimuli, and estrogen receptor (ER) alpha silencing had no effect on these reductions."
90,"23898976 | glycitein | Six isoflavones, that is, daidzein, glycitein, genistein, daidzin, glycitin, and genistin were detected in commercial soymilk samples and quantified by the proposed analytical method."
91,"19521919 | chrysophanein | Twenty-two compounds were obtained, among them eight hydroxyquinones: aloe-emodin (1), emodin (2), chrysophanol (3), aloesaponarin II 3-methyl ether (4), ziganein (5), ziganein-5-methyl ether (6a), aloesaponarin I (7) and chrysophanein (8), the dihydro-isocoumarin feralolide (9), 4,7-dichloro-quinoline (10), the triterpene lupeol (11), the anthrone aloin (12), three aloenin derivatives, aloenin (13) ethylidene-aloenin (14), and aloenin B (15), four flavonoids, quercetin (16), kaempferol (17) cosmosiin (18) and isovitexin (19), and cinnamic acid (20) and two further analogues, caffeic acid (21) and ferulic acid (22)."
92,"25138383 | hygrine | Hair samples from 26 Argentinean coca chewers and 22 German cocaine users were analysed for cocaine (COC), norcocaine (NC), benzoylecgonine (BE), ecgonine methyl ester (EME), cocaethylene (CE), cinnamoylcocaine (CIN), tropacocaine (TRO), cuscohygrine (CUS) and hygrine (HYG) by hydrophilic interaction liquid chromatography (HILIC) in combination with triplequad mass spectrometry (MS/MS) and hybrid quadrupole time-of-flight mass spectrometry (QTOF-MS)."
93,11437391 | [8]-paradol | COX-1 (ovine) inhibitory effect of [8]-paradol and analogues 1 and 5 was carried out using a COX-1 inhibitor assay kit.
94,"26729203 | echinocystic acid | Echinocystic acid (EA), a natural triterpone enriched in various herbs and used for medicinal purpose in many Asian countries, exhibits anti-inflammatory and analgesic activities."
95,"15742806 | germanicol | Their chemical structures were elucidated as two triterpenoids, germanicol and epifriedelanol, two amide compounds, trans-N-caffeoyltyramine and cis-N-coumaroyltyramine, two lignan glycoside, pinoresinol glycoside and pinoresinol rutinoside, and two steroids by spectroscopic analysis."
96,"12132774 | d-arabinose | Based upon the hydrolysis of arbutin and aesculin and the fermentation of salicin and D-arabinose, four distinct biotypes could be recognised among the 73 H. alvei isolates tested; biotype 1 (D-(-)-arabinose-positive only) accounted for 75% of all isolates analysed."
97,"16988054 | harmol | In the present study, the involvement in this process of Mrp3 and Mrp4, two basolateral efflux transporters, was evaluated by analyzing the hepatic basolateral excretion of the glucuronide and sulfate metabolites of acetaminophen, 4-methylumbelliferone, and harmol in Abcc3(-/-) and Abcc4(-/-) mice using a cassette dosing approach."
98,"24990389 | manoyl oxide | MvELS is active in vitro and in vivo with three different prenyl diphosphate substrates forming the marrubiin precursor 9,13-epoxy-labd-14-ene, as identified by nuclear magnetic resonance (NMR) analysis, manoyl oxide and miltiradiene."
99,"8904818 | veranisatin a | Veranisatin A and the related compound, anisatin, were tested for the other pharmacological activities such as locomotor activity and analgesic effect."
100,"8614248 | nonivamide | Other analogs of capsaicin, such as dihydrocapsaicin and nonivamide, also formed similar metabolites via aliphatic hydroxylation."
101,"9151727 | nonivamide | Because its initial application to skin produces pain, nonpungent analogs such as olvanil and glyceryl nonivamide (GLNVA) were synthesized to enhance its clinical use."
102,25455106 | nonivamide | We conclude that nonivamide treatment exerts analgesic action in chronic low back pain and causes the release of the antinociceptive and anti-inflammatory neuropeptide somatostatin which may play pivotal role in the pain-relieving effect.
103,"8904818 | veranisatin c | Veranisatin A and the related compound, anisatin, were tested for the other pharmacological activities such as locomotor activity and analgesic effect."
104,"8904818 | veranisatin b | Veranisatin A and the related compound, anisatin, were tested for the other pharmacological activities such as locomotor activity and analgesic effect."
105,"26692456 | swertiajaponin | Polynomial regression analysis showed the association between the contents of swertiajaponin, swertisin, trans-aconitic, and chicoric acids with the antitumor necrosis factor- activity of the extracts and fractions."
106,8661934 | benzoyl-coa | This represents another case in which benzoyl-CoA is a central intermediate in anaerobic aromatic metabolism.
107,24022687 | 3-dehydroquinate | The correlation analysis of gene expression and active compound contents support the idea that hydroxymethylglutaryl-CoA synthase and phosphomevalonate kinase in the mevalonate pathway and 3-dehydroquinate dehydratase/shikimate dehydrogenase in shikimate biosynthesis are potentially closely related to the accumulation of paeoniflorin and benzoylpaeoniflorin.
108,"10418340 | ginkgetin | In this study, ginkgetin was evaluated for in vivo antiarthritic and analgesic activities."
109,"10418340 | ginkgetin | When analgesic activity was measured, ginkgetin showed a dose-dependent inhibition in an animal model of acetic acid-induced writhing."
110,10418340 | ginkgetin | All these results indicate that ginkgetin may be a potential antiarthritic agent having analgesic activity.
111,"11988854 | ginkgetin | Ginkgetin, a biflavone from Ginkgo biloba leaves, was previously reported to be a phospholipase A2 inhibitor and this compound showed the potent antiarthritic activity in rat adjuvant-induced arthritis as well as analgesic activity."
112,"16327145 | ginkgetin | Ginkgetin, a biflavone from Ginkgo biloba leaves, was previously reported to be a phospholipase A(2) inhibitor and this compound showed the potent antiarthritic activity in rat adjuvant-induced arthritis as well as analgesic activity."
113,"15368673 | albafuran a | Five new compounds, named guangsangons A (1), B (5), C (6), D (7), and E (8), along with four known compounds, albafuran C (2), kuwanon X (3), kuwanon P (4), and kuwanon Y (9) were isolated from Morus macroura Miq.. Their structures were determined by means of spectroscopic analyses and chemical methods."
114,"15368673 | albafuran c | Five new compounds, named guangsangons A (1), B (5), C (6), D (7), and E (8), along with four known compounds, albafuran C (2), kuwanon X (3), kuwanon P (4), and kuwanon Y (9) were isolated from Morus macroura Miq.. Their structures were determined by means of spectroscopic analyses and chemical methods."
