,0
17,"21879394 | stearate | The best formulation (F4) consisting of hypromellose, sodium bicarbonate, polyethylene oxide, docusate sodium, mannitol, crosscarmellose sodium, and magnesium stearate, gave floating lag time of 564.16 s and good matrix integrity with in vitro dissolution of 98.2% in 12 h. After stability studies, no significant change was observed in stability, solubility, floating lag time, total floating duration, matrix integrity, and sustained drug release rates, as confirmed by DSC and powder X-ray diffraction studies."
18,"20492822 | l-tryptophan | Eosinophilic fasciitis has been linked to certain drugs and chemicals, notably L-tryptophan ingestion and the statin family of drugs."
19,"14656608 | gallic acid | A zero crossing and an algorithm bivariate calibration derivative method for the simultaneous determination of lovastatin combined separately with three antioxidants (ascorbic acid, quercetin and gallic acid) in synthetic mixtures are described."
20,"14656608 | gallic acid | In the second derivative (2D) zero crossing method measurements were carried out at 238.4 nm for lovastatin and 265.6 nm for ascorbic acid, 247.7 nm for lovastatin and 281.1 nm for quercetin, 251.8 nm for lovastatin and 267.6 nm for gallic acid."
21,"14656608 | gallic acid | The proposed procedures were successfully applied to the simultaneous determination of lovastatin and different antioxidants in mixtures with high percentage of recovery, 98.3-100.4% for lovastatin, 98.3-98.6% for ascorbic acid, 99.0-99.8% for quercetin and 100.5-101.1% for gallic acid and good precision."
22,"15336348 | gallic acid | Methodologies based on FT-Raman spectroscopy and HPLC were developed for monitoring the stability of lovastatin in the solid state in the presence of gallic acid, a natural antioxidant."
23,15336348 | gallic acid | A Raman calibration curve was constructed using the area of the strong but overlapping vibration mode of lovastatin at 1645 cm(-1) and of the gallic acid at 1595 cm(-1).
24,15336348 | gallic acid | Mixtures of the active ingredient with the antioxidant were heated in the presence of atmospheric air up to 120 degrees C. The molar ratios of lovastatin and gallic acid in the artificially oxidized mixtures were determined from their Raman spectra using the calibration curve.
25,"11593996 | gallic acid | Oxidative instability of the hydroxy methylglutaryl Co-A reductase inhibitor lovastatin in the solid state and stabilization with natural antioxidants (ascorbic acid, rutin, gallic acid, quercetin and caffeic acid) was investigated."
26,"16226916 | octanoate | Analysis showed that the level of apoB mRNA was lower in cultures supplemented with octanoate than in the control cultures, but no significant changes were observed in the levels of apolipoprotein A-I, fatty acid synthase and 3-hydroxy-3-methylglutaryl-CoA reductase mRNA as a result of octanoate treatment."
27,"7907161 | octanoate | Lovastatin depressed palmitate, but not octanoate, oxidation."
28,"19371472 | chives | This study provides clinicians with information on some chemoprevention agents that have been considered to reduce prostate cancer risks, including 5-alpha-reductase inhibitors; statins (a class of compounds used to reduce cholesterol); NSAIDs; selenium; vitamins E and D; lycopene; allium vegetables (garlic, scallions, onions, chives, and leeks); soy/isoflavones; and green tea polyphenols."
29,"21130862 | betulinic acid | Other natural products, including those from plants (betulinic acid and shikonin), animals (bryostatins) and microbes (squalestatin and sophorolipids) have a multiplicity of potentially useful actions."
30,"19754387 | betulinic acid | midostaurin, betulinic acid, ursolic acid, AVE9488 and AVE3085); (6) compounds that enhance the de novo synthesis of BH(4) by stimulating expression or activity of GTP cyclohydrolase I; and (7) 3-hydroxy-3-methylglutaryl-coenzyme A inhibitors (statins) and drugs interrupting the renin-angiotensin-aldosterone system."
31,"16949381 | prostaglandin e-1 | The CIN Consensus Working Panel considered that, of the pharmacologic agents that have been evaluated, theophylline, 3-hydroxy-3-methylglutaryl coenzyme A reductase inhibitors (statins), ascorbic acid, and prostaglandin E(1) deserve further evaluation."
32,"21912486 | prostaglandin e-1 | Agents which have been shown to be ineffective or harmful, or for which data supporting routine use do not exist, include fenoldopam, theophylline, dopamine, calcium channel blockers, prostaglandin E(1), atrial natriuretic peptide, statins, and angiotensin-converting enzyme inhibitors."
33,"25655639 | vitamin k2 | Statins inhibit the synthesis of vitamin K2, the cofactor for matrix Gla-protein activation, which in turn protects arteries from calcification."
34,"19344586 | atropine | Sixty-three percent of patients were on statins, 41.4% on beta blockers, and 92% received atropine before balloon dilatation or stent placement."
35,"25328715 | atropine | Indications for CAS, medications including statins, atropine, and beta blockers, anatomic risk factors, balloon and stent length and diameter, and degree of stenosis were noted."
36,"22555812 | oncorhynchus | The aim of the present study was to clarify whether waterborne exposure to a selected statin, atorvastatin, would affect gene expression in rainbow trout (Oncorhynchus mykiss) gill or liver or ion regulation in gills."
37,"20600806 | oncorhynchus | The aim of the present study was to quantify the cytotoxic effects of acid and lactone forms of two statins, atorvastatin and simvastatin, as well as selected metabolites (ortho- and para-hydroxy atorvastatin acid, ortho-hydroxy atorvastatin lactone, simvastatin hydroxyl carboxylic acid, and 3''hydroxy simvastatin lactone) to hepatocytes from rainbow trout (Oncorhynchus mykiss)."
38,"24364088 | punicalagin | The addition of punicalagin, or beta-sitosterol, or pomegranate juice (which contains both of the above) to simvastatin, significantly improved the statin's ability to inhibit macrophage cholesterol biosynthesis."
39,"24364088 | punicalagin | Furthermore, the addition of pomegranate juice (or punicalagin, but not beta sitosterol) to simvastatin significantly increased the statin ability to protect the cells from oxidative stress."
40,20089986 | hexacosanoic acid | Our results show that the high plasma levels of hexacosanoic acid (C(26:0)) showed a decline from pretreatment values within 1 to 3 months of starting therapy with 40 mg of lovastatin per day and stabilized at various levels during a period of observation up to 12 months.
41,"16915858 | lignans | The principal lignan present in flaxseed is secoisolariciresinol diglucoside (SDG), which occurs as a component of a linear ester-linked complex in which the C6-OH of the glucose of SDG is esterified to the carboxylic acid of hydroxymethylglutaric acid."
42,"9514003 | isopropylamine | An optimized extraction method is developed, and lovastatin recoveries of 99.5% were achieved with a relative standard deviation of 1.2% from MEVACOR tablets with 15% (v/v) (1.0% [v/v] isopropylamine) methanol-modified CO2."
43,"28483521 | stearoyl-coa | The present study examines the effect of suppression of SREBP1 activation by its inhibitors like fatostatin and PF429242 besides analyzing the impact of inhibitory effects on SREBP1 downstream signaling cascade such as fatty acid synthase (FAS), hydroxymethylglutaryl-CoA reductase (HMGCoAR), stearoyl-CoA desaturase-1 (SCD-1), and tumor suppressor protein p53 in MIA PaCa-2 pancreatic cancer cells."
44,"25016363 | betaine | Plasma/serum concentrations of free choline, betaine, dimethylglycine, folate, total homocysteine (tHcy), cystathionine, methylmalonic acid, S-adenosyl homocysteine (SAH), S-adenosyl methionine (SAM), and phospholipids were measured."
45,"24024900 | l-homocysteine | In addition, PON1 metabolizes a broad variety of substrates, including toxic organophosphorous compounds, statin adducts, glucocorticoids, the likely atherogenic L-homocysteine thiolactone and the quorum-sensing factor of Pseudomonas aeruginosa."
46,"16717416 | maltose | As sole carbon source with peptone, although glucose strongly repressed lovastatin production, maltose was responsible for high production."
47,"16717416 | maltose | Interestingly, glycerol combined with maltose enhanced lovastatin production, up to 444 mg/l in the most effective case."
48,24266373 | oyster mushroom | Statistical experimental designs were used to optimize lovastatin production by culinary-medicinal oyster mushroom Pleurotus ostreatus OBCC 1031 under submerged fermentation.
49,"14696880 | red rice | Due to its method of preparation, red rice may contain statins."
50,"14696880 | red rice | Since at least some red rice preparations contain about 5 to 10 mg of lovastatin in the daily dose recommended on the package, these preparations may lower blood cholesterol levels, and exhibit similar drawbacks and interactions as the statin drugs."
51,12793012 | red rice | Lovastatin is a naturally occurring component of Chinese red rice and was the probable cause of his myopathy.
52,20597312 | red rice | Lovastatin is a main component of Monascus purpureus fermented red rice contributing to the lipid-lowering effect.
53,"20597312 | red rice | An accurate, simple and rapid micellar electrokinetic capillary chromatographic method was developed for the first time for simultaneous determination of lovastatin present in lactone and hydroxy acid forms and citrinin in red rice products provided by different manufacturers and formulated in various dosage forms."
54,"10429459 | ethyl icosapentate | If these drugs are not fully effective, combination therapy with statin and ethyl icosapentate is recommended."
55,"26070091 | cystathione | This study manifests that cystathione -lyase (CSE) upregulation contributes to endogenous H2S generation in fluvastatin-stimulated macrophages, along with a correlation between CSE/H2S and activating Akt signaling pathway."
56,"15231000 | ferulic acid | The present study evaluated a comparative and combined hepatoprotective effect of atorvastatin (AS) and ferulic acid (F) against high fat diet (HFD) induced oxidative stress in terms of hyperlipidemia, anti-oxidative status, lipid peroxidation and inflammation."
57,"26467069 | uridine diphosphate | In particular, flavonoids could interfere with statins' bioavailability through different mechanisms, such as competition with cytochrome P450 (CYP) enzymes, esterases, uridine diphosphate glucuronosyltransferases and transporters (P-glycoprotein, multi-drug resistance-associated proteins, organic anion transporting polypeptides, breast cancer-resistance protein and monocarboxylate transporters)."
58,"18578858 | mannan | It is suggested that mannan serotype A, like -glucan, may represent another hypolipidaemic agent, which could potentially be used as an adjunctive therapy with conventional antihyperlipidaemic drugs (statins and fibrates) in humans."
59,21872920 | mannan | Mannan serotype A stimulates the macrophage proliferation and NO production in murine peritoneal macrophages in vitro.
60,"10896289 | 3-methylglutaconyl-coa | Estimation of 3-methylglutaconyl-CoA hydratase, 3-hydroxy-3-methylglutaryl-CoA lyase and initial enzymatic steps of cholesterol biosynthesis in cultured fibroblasts and in different tissues postmortem revealed no enzyme deficiency."
61,"24671671 | liquor | 5 % glucose as carbon source, 1.5 % corn steep liquor as nitrogen source, initial pH value of 6, 120 h of incubation period, and 28 C of incubation temperature were found as best parameters for higher lovastatin production in shake flasks."
62,16573367 | almond | Adding 100g of almonds daily to chronic statin therapy for 4weeks significantly reduced non-HDL-C.
63,"23588308 | almond | The primary objective of this study was to determine the changes in the lipid profile (LDL-C, high-density lipoprotein cholesterol [HDL-C], triglycerides, total cholesterol, non-HDL-C), LDL-C particle size, and lipoprotein (a) when 100g of almonds daily were added to background statin therapy for 4weeks."
64,"21663949 | almond | Subjects (N=48) receiving a consistent statin dose were randomized to 100g of almonds daily and to The National Cholesterol Education Program Adult Treatment Panel's third report Therapeutic Lifestyle Changes Diet counseling (almond group; n=22) or solely Adult Treatment Panel's third report Therapeutic Lifestyle Changes Diet counseling (non-almond group; n=26), for 4weeks."
65,"27581680 | phosphatidylethanolamine | Lipidomic analyses revealed that statin treatment i) reduced the content of oxidizable polyunsaturated phosphatidylcholine (PUPC) species containing DHA and linoleic acid in LDL; ii) preferentially increased the content of PUPC species containing arachidonic acid (AA) in small, dense HDL3; iii) induced significant elevation in the content of phosphatidylcholine and phosphatidylethanolamine (PE) plasmalogens containing AA and DHA in HDL3; and iv) induced formation of HDL3 particles with increased capacity to inactivate PCOOH with formation of redox-inactive phospholipid hydroxide."
66,"10537222 | gibberellins | Nevertheless, lovastatin did inhibit the accumulation of gibberellins in the culture medium; this inhibition, however, was counteracted by the addition of mevalonate to the medium."
67,"9000379 | gibberellins | 3-Hydroxy-3-methylglutaryl-CoA reductase (HMGR) is the first specific enzyme of the isoprenoid pathway, which leads to several classes of primary and secondary metabolites such as sterols, quinones, carotenoids and gibberellins."
68,"21879394 | docusate sodium | The best formulation (F4) consisting of hypromellose, sodium bicarbonate, polyethylene oxide, docusate sodium, mannitol, crosscarmellose sodium, and magnesium stearate, gave floating lag time of 564.16 s and good matrix integrity with in vitro dissolution of 98.2% in 12 h. After stability studies, no significant change was observed in stability, solubility, floating lag time, total floating duration, matrix integrity, and sustained drug release rates, as confirmed by DSC and powder X-ray diffraction studies."
69,"16188392 | pyridoxamine | A number of novel therapeutic agents have also been tested in db/db mice, including inhibitors of inflammation (chemokine receptor antagonists, anti-CCL2 RNA aptamer, anti-c-fms antibody); oxidative stress (oxykine, biliverdin); the renin-angiotensin-aldosterone system (aliskiren, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, eplerenone); advanced glycation end products (AGE; pyridoxamine, alagebrium, soluble AGE receptor); angiogenesis (NM-3, anti-CXCL12 RNA aptamer, soluble Flt-1); lipid accumulation (statins, farnesoid X receptor agonists, Omacor); intracellular signaling pathways (PKC- or JNK inhibitors); and fibrosis [transforming growth factor (TGF)- antibody, TGF-R kinase inhibitor, soluble betaglycan, SMP-534, CTGF-antisense oligonucleotide, mutant PAI-1, pirfenidone], which have identified potential therapeutic targets for clinical translation."
70,"16828231 | pyridoxamine | Several drugs, which can interfere with AGE formation and removal, or with the cellular effects of AGEs, are under study (among them pyridoxamine, an active form of Vitamin B6, AGE-breaker compounds, glucosamine, rutin and derivatives, soluble RAGE isoforms, and statins)."
71,"21244749 | pyridoxamine | Pharmacological approaches in humans include aminoguanidine, pyridoxamine, benfotiamine, angiotensin converting enzyme inhibitors, angiotensin receptor blockers, statin, ALT-711 (alagebrium) and thiazolidinediones."
72,"21963059 | atlantic cod | Primary hepatocyte cultures of three marine fish species (plaice, long rough dab, Atlantic cod) were established and exposed for 24 h to copper (20-2500 mg L) and statins (1-200 mg L)."
73,"22161747 | carbamate | In Experiment 1, lung tumors were induced by vinyl carbamate in strain A/J mice followed by 500 mg/kg SAHA, 60 or 180 mg/kg atorvastatin, and combinations containing SAHA and atorvastatin administered in their diet."
74,"18079356 | substance p | In this study, we tested the hypothesis that statins act directly on sensory neurons to decrease expression of proinflammatory neuropeptides that trigger neurogenic inflammation, specifically calcitonin gene-related peptide (CGRP) and substance P. Reverse transcriptase-polymerase chain reaction, radioimmunoassay, and immunocytochemistry were used to quantify CGRP and substance P expression in dorsal root ganglia (DRG) harvested from adult male rats and in primary cultures of sensory neurons derived from embryonic rat DRG."
75,18079356 | substance p | Systemic administration of statins at pharmacologically relevant doses significantly reduced CGRP and substance P levels in DRG in vivo.
76,"18079356 | substance p | In cultured sensory neurons, statins blocked bone morphogenetic protein (BMP)-induced CGRP and substance P expression and decreased expression of these neuropeptides in sensory neurons pretreated with BMPs."
77,"23662618 | ergothioneine | Among mycelia, Pleurotus cornucopiae strain 1101 contained the highest amount of ergothioneine (3482.09 mg/kg)."
78,"15487928 | polygalacturonase | Other areas included microbial nutrition, strain improvement, bioconversions of statins and beta-lactams, sporulation and germination, plasmid stability, gel microdroplets, and the production of double-stranded RNA, the polymer xanthan, and enzymes (polygalacturonase, protease, cellulase)."
79,"19368729 | tuberin | TSC is caused by mutations in the TSC1 or TSC2 genes, whose products, hamartin and tuberin, form a tumor suppressor complex that regulates the PI3K/Akt/mTOR pathway."
80,"17259314 | amylose | The Deltaapu(Tk) strain could not grow on pullulan and displayed only low levels of growth on amylose, suggesting that Apu(Tk) is a major polysaccharide-degrading enzyme in T. kodakaraensis."
81,"15487928 | cellulase | Other areas included microbial nutrition, strain improvement, bioconversions of statins and beta-lactams, sporulation and germination, plasmid stability, gel microdroplets, and the production of double-stranded RNA, the polymer xanthan, and enzymes (polygalacturonase, protease, cellulase)."
82,"25690031 | amaranth | The objective of this study was to identify the major peptides generated by the in vitro hydrolysis of Amaranthus cruentus protein and to verify the effect of these peptides on the activity of 3-hydroxy-3-methyl-glutaryl-CoA reductase (HMG-CoA reductase), a key enzyme in cholesterol biosynthesis."
83,"14527636 | barley | A maximum lovastatin yield of 139.47mg/g substrate was achieved by the fermentation of 5g of barley, 1-2mm particle diam., at 28C."
84,"3733719 | barley | This study showed that O. olearius OBCC 2002 has a high capacity for lovastatin production which could be enhanced by using solid state fermentation with novel and cost-effective substrates, such as barley."
85,"17179181 | beta-glucuronidase | We examined the change in the subcellular distribution of a lysosomal enzyme, beta-glucuronidase (beta-G), caused by decreased cholesterol levels in mouse melanoma cells using an HMG-CoA reductase inhibitor, lovastatin and lipoprotein-deficient serum (LDS)."
86,22360448 | lard | Male hereditary hypertriglyceridemic (HHTg) rats were fed standard laboratory diet (STD) or high cholesterol diet (HCD: STD + 1% of cholesterol w/w + 10% of lard fat w/w) for 21 days.
87,"14515795 | lard | The male Wistar rats were fed standard laboratory diet (STD) or high cholesterol diet (HCD, 1% of cholesterol, 10% of lard fat) for 21 days."
88,"12891846 | yogurt | After a 3-wk run-in period in which individuals consumed placebo yogurt drinks and placebo capsules, participants were randomly divided into 4 groups: placebo (n = 9), simvastatin + placebo drink (n = 10), placebo + stanol drink (n = 9), and simvastatin + stanol drink (n = 8)."
89,23970917 | quince | The aim of this study was to evaluate the effect of quince leaf on the progression of atherosclerosis and whether it can be an appropriate alternative to statins.
90,"3342059 | malonyl-coa | Administration of lovastatin to male, Sprague-Dawley rats by addition of the drug to the normal chow diet caused a two-fold increase in the activity of the hepatic mitochondrial outer carnitine palmitoyltransferase, but lovastatin apparently did not affect the sensitivity of the outer carnitine palmitoyltransferase to inhibition by malonyl-CoA."
91,25868803 | malonyl-coa | Studies regarding the lovastatin biosynthetic pathway have also demonstrated that lovastatin is synthesized from two-chain reactions using acetate and malonyl-CoA as a substrate.
92,21485304 | triticum aestivum | Hypercholesterolemic rats were administered fresh Triticum aestivum GJ at the dose of 5 mL/kg and 10 mL/kg and the standard drug atorvastatin 0.02% w/v in 2% gum acacia suspension at the dose of 1 mg/kg for 14 days by gavage.
93,"16915858 | lignan | The principal lignan present in flaxseed is secoisolariciresinol diglucoside (SDG), which occurs as a component of a linear ester-linked complex in which the C6-OH of the glucose of SDG is esterified to the carboxylic acid of hydroxymethylglutaric acid."
94,19397976 | lagenaria siceraria | Lagenaria siceraria Stand.
95,"22719054 | selenocysteine | Although inhibitors of the cholesterol synthesis/isoprenylation pathway, such as hydroxy-methyl-glutaryl-coenzyme A reductase inhibitors (statins) have been to shown to down-regulate selenoproteins via interruption of normal selenocysteine incorporation, little is known about the effect of statins on D2."
96,"16301192 | strontium | From a MEDLINE search (1996-2010), articles were identified by the search terms ""bone quality"" (1851 articles), ""anabolic agent"" (5044 articles), ""PTH or parathyroid hormone"" (32,229 articles), ""strontium"" or ""strontium ranelate"" (283 articles), ""prostaglandin"" (77,539 articles), and ""statin"" or ""statins"" (14,233 articles)."
97,16185635 | strontium | Strontium ranelate is approved in Europe but has not undergone Food and Drug Administration trials in the United States.
98,"10751037 | benzoic acid | These effects were abolished in the presence of the reactive oxygen species (ROS) scavenger, manganese (III)-tetrakis 4-benzoic acid porphyrin [Mn(III)TBAP], or the 3-hydroxy-3-methylglutaryl-CoA reductase inhibitor, atorvastatin."
99,"17452418 | kaempferol | In Caco-2 cells, demonstrated to contain minimal CYP3A activity, the permeability coefficient of the prodrugs lovastatin and enalapril was increased in the presence of the active flavonoids kaempferol and naringenin, consistent with inhibition of esterase activity."
100,"17452418 | kaempferol | In addition, in portal vein-cannulated rats, coadministration of lovastatin with kaempferol (10 mg/kg) led to a 154% and a 113% increase in the portal plasma exposure to the prodrug and active acid, respectively, compared with coadministration with water."
101,"17452418 | kaempferol | Overall, a series of flavonoids present in GFJ are identified as esterase inhibitors, of which kaempferol and naringenin are shown to mediate pharmacokinetic drug interaction with the prodrugs lovastatin and enalapril due to their capability of esterase inhibition."
102,"23819585 | vinegar | In this study, red-koji wine was prepared as the substrate and artificially supplemented with monacolin K and citrinin and subjected to vinegar fermentation with Acetobacter starter."
103,"10402490 | pentosan polysulfate | Pentosan polysulfate (PPS) as a heparin-binding growth factor inhibitor, Tranexamic acid as a plasmin inhibitor, Lovastatin as an adhesion inhibitor and Adriamycin as a chemotherapeutic agent were selected."
104,"23572664 | sorghum | Rice, parboiled rice, finger millet, germinated finger millet, broken wheat, njavara (medicinal rice), sorghum and maize were used as substrates for solid state fermentation of Monascus purpureus at 28C for 7 days using 2% seed medium as inoculum for the production of its metabolites."
105,"212267 | phosphofructokinase | Lens biochemical analyses in the 13-week study revealed no statistically significant changes in lenticular weight, reduced or oxidized glutathione content, adenosine nucleotide content, glucose-6-phosphate dehydrogenase activity or phosphofructokinase activity in any treatment group."
106,"20969959 | hydrogen sulfide | Human and animal derived experimental data support the possible roles of nitric oxide donors (glyceryltrinitrate), aspirin, dietary supplements (calcium, l-Arginine, anti-oxidant vitamins), phosphodiesterase-5 inhibitors, statins, carbon monoxide and most recently, hydrogen sulfide."
107,"22555812 | rainbow trout | The aim of the present study was to clarify whether waterborne exposure to a selected statin, atorvastatin, would affect gene expression in rainbow trout (Oncorhynchus mykiss) gill or liver or ion regulation in gills."
108,22555812 | rainbow trout | The pattern of differentially expressed genes in rainbow trout gills differ from responses previously observed in mammalian tissues following statin exposure.
109,"20600806 | rainbow trout | The aim of the present study was to quantify the cytotoxic effects of acid and lactone forms of two statins, atorvastatin and simvastatin, as well as selected metabolites (ortho- and para-hydroxy atorvastatin acid, ortho-hydroxy atorvastatin lactone, simvastatin hydroxyl carboxylic acid, and 3''hydroxy simvastatin lactone) to hepatocytes from rainbow trout (Oncorhynchus mykiss)."
110,"18280795 | rainbow trout | In order to establish whether statin drugs could affect an aquatic species, we initially characterized in the rainbow trout the enzyme 3-hydroxy-3-methylglutaryl coenzyme A reductase or HMGCoAR which is the mammalian target of statin drugs."
111,"25690031 | amaranthus | The objective of this study was to identify the major peptides generated by the in vitro hydrolysis of Amaranthus cruentus protein and to verify the effect of these peptides on the activity of 3-hydroxy-3-methyl-glutaryl-CoA reductase (HMG-CoA reductase), a key enzyme in cholesterol biosynthesis."
112,"19429419 | sulforaphane | Sulforaphane significantly suppressed the expression of MDR1 and CYP3A mRNAs induced by atorvastatin lactone, lovastatin acid, and lovastatin lactone, comparable to the control level, and moderately inhibited that by cerivastatin acid, fluvastatin acid and simvastatin lactone."
113,"19429419 | sulforaphane | In the case of pitavastatin acid, sulforaphane had no significant effect on the expression of MDR1 mRNA.These results suggested that some statins could induce MDR1 and CYP3A gene expression and these inductive effects differed between the lactone and active hydroxy acid forms, and that PXR-mediated regulation was rarely associated with the mRNA inducibility by pitavastatin acid, unlike that by other statins."
114,"20691321 | milkshake | The risk reduction associated with the daily consumption of most statins, with the exception of pravastatin, is more powerful than the risk increase caused by the daily extra fat intake associated with a 7-oz hamburger (Quarter Pounder) with cheese and a small milkshake."
115,23118499 | oil palm | Ability of two strains of Aspergillus terreus (ATCC 74135 and ATCC 20542) for production of lovastatin in solid state fermentation (SSF) using rice straw (RS) and oil palm frond (OPF) was investigated.
116,"16449620 | bupropion | Two interventions were cost-saving: lowering salt intake in the population through reducing salt in bread and multidrug therapy targeted to persons with an absolute risk above 20% in 10 years; three interventions had very acceptable ICERs: drug therapy for high blood pressure in hypertensive patients not yet undergoing treatment (I$ 2,908 per DALY saved), mass media campaign to promote tobacco cessation amongst smokers (I$ 3,186 per DALY saved), and lowering cholesterol with statin drug therapy (I$ 14,432 per DALY saved); and one intervention was not found to be cost-effective: tobacco cessation with bupropion (I$ 59,433 per DALY saved)"
117,"23090650 | trans-resveratrol | In this work, an implantable nanochannel drug delivery system (nDS) is characterized and evaluated for the long-term sustained release of atorvastatin (ATS) and trans-resveratrol (t-RES), compounds with a proven role in managing atherogenic dyslipidemia and promoting cardioprotection."
118,"17458532 | calcium oxalate | Statins have been reported to demonstrate chemopreventive potentials in prostate cancer cell lines, but the association in observational studies has been inconclusive.Probiotics, defined as live microbial food supplements, have been tested for an impact on a variety of clinical conditions, e.g., urinary tract infections and calcium oxalate stone disease."
119,"19063635 | soy yogurt | Medicinal soy yogurt (sogurt) containing high levels of gamma-aminobutyric acid (GABA), free amino acids (FAAs), statins, and isoflavone aglycones was developed using lactic acid bacteria (1:1 mixture of Lactobacillus delbrueckii subsp."
120,27942500 | salvia officinalis | The efficacy and safety of Salvia officinalis combined with statin have not been evaluated in dyslipidemic diabetes mellitus type 2 (DDMT2) so far.
121,"24323051 | sodium nitrite | Novel strategies--including drugs such as statins, sodium nitrite, albumin, dantrolene, cilostazol, and intracranial delivery of nimodipine or magnesium--are also discussed."
122,"15999714 | thiamine | The acidosis was thought to have been the result of a mitochondrial defect caused by a deficiency of two cofactors, namely: ubiquinone (as a result of inhibition by statin) and thiamine (as a result of dietary deficiency)."
123,"16887228 | thiamine | In a nitrogen-deficient medium the B-group vitamins, both single, especially nicotinamide, pyridoxine and calcium D-pantothenate, and a mixture of thiamine, riboflavin, pyridoxine, calcium d-pantothenate and nicotinamide increased the efficiency of lovastatin biosynthesis."
124,"25807304 | thiamine | In a further experiment, these variables were optimized with a Box-Behnken design and applied in a submerged process; this resulted in 12.51 mg/L lovastatin production on a medium containing glucose (10 g/L), peptone (5 g/L), thiamine (1 mg/L), and NaCl (0.4 g/L) under static conditions."
125,"14655015 | brassinolide | In darkness, a treatment with 10 nM brassinolide (BL) promotes growth through the first 24 h of culture, but during the following 24 h the cells undergo complete stagnation."
